上面	上	ㄕㄤˋ ㄇㄧㄢˋ / shàng miàn
太空	宇宙	ㄊㄞˋ ㄎㄨㄥ / tài kōng
心臟	心臓	ㄒㄧㄣ ㄗㄤˋ / xīn zàng
主張	主張する	ㄓㄨˇ ㄓㄤ / zhǔ zhāng
汙染	汚染	ㄨ ㄖㄢˇ / wū rǎn
利潤	利潤	ㄌㄧˋ ㄖㄨㄣˋ / lì rùn
宜縣	宜蘭県	ㄧˊ ㄒㄧㄢˋ / Yí xiàn
的確	確かに	ㄉㄧˊ ㄑㄩㄝˋ / dí què
春天	春	ㄔㄨㄣ ㄊㄧㄢ / chūn tiān
病毒	ウイルス	ㄅㄧㄥˋ ㄉㄨˊ / bìng dú
記載	記載する	ㄐㄧˋ ㄗㄞˇ / jì zǎi
高興	嬉しい	ㄍㄠ ㄒㄧㄥˋ / gāo xìng
得獎	受賞する	ㄉㄜˊ ㄐㄧㄤˇ / dé jiǎng
理由	理由	ㄌㄧˇ ㄧㄡˊ / lǐ yóu
移民	移民	ㄧˊ ㄇㄧㄣˊ / yí mín
連續	連続する	ㄌㄧㄢˊ ㄒㄩˋ / lián xù
揭曉	発表する	ㄐㄧㄝ ㄒㄧㄠˇ / jiē xiǎo
結婚	結婚する	ㄐㄧㄝˊ ㄏㄨㄣ / jié hūn
意思	意味	ㄧˋ ˙ㄙ / yì si
意願	意欲	ㄧˋ ㄩㄢˋ / yì yuàn
聯考	統一入学試験	ㄌㄧㄢˊ ㄎㄠˇ / lián kǎo
女孩	女の子	ㄋㄩˇ ㄏㄞˊ / nǚ hái
出生	出生する	ㄔㄨ ㄕㄥ / chū shēng
可愛	可愛い	ㄎㄜˇ ㄞˋ / kě ài
生涯	生涯	ㄕㄥ ㄧㄚˊ / shēng yá
全新	全く新しい	ㄑㄩㄢˊ ㄒㄧㄣ / quán xīn
有人	ある人	ㄧㄡˇ ㄖㄣˊ / yǒu rén
來源	由来	ㄌㄞˊ ㄩㄢˊ / lái yuán
指導	指導する	ㄓˇ ㄉㄠˇ / zhǐ dǎo
風險	リスク	ㄈㄥ ㄒㄧㄢˇ / fēng xiǎn
消息	ニュース	ㄒㄧㄠ ㄒㄧˊ / xiāo xí
教育部	教育部	ㄐㄧㄠˋ ㄩˋ ㄅㄨˋ / jiào yù bù
悲哀	悲哀	ㄅㄟ ㄞ / bēi āi
廣告人	広告関係者	ㄍㄨㄤˇ ㄍㄠˋ ㄖㄣˊ / guǎng gào rén
影像	映像	ㄧㄥˇ ㄒㄧㄤˋ / yǐng xiàng
選民	有権者	ㄒㄩㄢˇ ㄇㄧㄣˊ / xuǎn mín
攝影	撮影する	ㄕㄜˋ ㄧㄥˇ / shè yǐng
體育	体育	ㄊㄧˇ ㄩˋ / tǐ yù
少女	少女	ㄕㄠˋ ㄋㄩˇ / shào nǚ
判斷	判断する	ㄆㄢˋ ㄉㄨㄢˋ / pàn duàn
其它	その他	ㄑㄧˊ ㄊㄚ / qí tā
金額	金額	ㄐㄧㄣ ㄜˊ / jīn é
特性	特性	ㄊㄜˋ ㄒㄧㄥˋ / tè xìng
從此	これ以降	ㄘㄨㄥˊ ㄘˇ / cóng cǐ
累積	累積する	ㄌㄟˇ ㄐㄧ / lěi jī
陸續	続々と	ㄌㄨˋ ㄒㄩˋ / lù xù
竟然	意外にも	ㄐㄧㄥˋ ㄖㄢˊ / jìng rán
殘障	障害	ㄘㄢˊ ㄓㄤˋ / cán zhàng
費用	費用	ㄈㄟˋ ㄧㄨㄥˋ / fèi yòng
超級	スーパー	ㄔㄠ ㄐㄧˊ / chāo jí
集中	集中する	ㄐㄧˊ ㄓㄨㄥ / jí zhōng
順利	順調に	ㄕㄨㄣˋ ㄌㄧˋ / shùn lì
傷害	傷害	ㄕㄤ ㄏㄞˋ / shāng hài
經理	マネージャー	ㄐㄧㄥ ㄌㄧˇ / jīng lǐ
小津	小津	ㄒㄧㄠˇ ㄐㄧㄣ / Xiǎo jīn
午餐	昼食	ㄨˇ ㄘㄢ / wǔ cān
好處	メリット	ㄏㄠˇ ㄔㄨˋ / hǎo chù
肌肉	筋肉	ㄐㄧ ㄖㄡˋ / jī ròu
決策	意思決定	ㄐㄩㄝˊ ㄘㄜˋ / jué cè
柯林頓	クリントン	ㄎㄜ ㄌㄧㄣˊ ㄉㄨㄣˋ / Kē lín dùn
原先	もともと	ㄩㄢˊ ㄒㄧㄢ / yuán xiān
記憶	記憶	ㄐㄧˋ ㄧˋ / jì yì
教局	教育局	ㄐㄧㄠˋ ㄐㄩˊ / jiào jú
統計	統計	ㄊㄨㄥˇ ㄐㄧˋ / tǒng jì
無聊	退屈な	ㄨˊ ㄌㄧㄠˊ / wú liáo
等於	～に等しい	ㄉㄥˇ ㄩˊ / děng yú
運作	運営する	ㄩㄣˋ ㄗㄨㄛˋ / yùn zuò
過來	やって来る	ㄍㄨㄛˋ ㄌㄞˊ / guò lái
預期	予期する	ㄩˋ ㄑㄧˊ / yù qí
對不起	ごめんなさい	ㄉㄨㄟˋ ㄅㄨˋ ㄑㄧˇ / duì bù qǐ
魅力	魅力	ㄇㄟˋ ㄌㄧˋ / mèi lì
操控	操作する	ㄘㄠ ㄎㄨㄥˋ / cāo kòng
機車	バイク	ㄐㄧ ㄔㄜ / jī chē
錯誤	間違い	ㄘㄨㄛˋ ㄨˋ / cuò wù
體驗	体験	ㄊㄧˇ ㄧㄢˋ / tǐ yàn
大型	大型の	ㄉㄚˋ ㄒㄧㄥˊ / dà xíng
天空	空	ㄊㄧㄢ ㄎㄨㄥ / tiān kōng
出口	出口	ㄔㄨ ㄎㄡˇ / chū kǒu
全身	全身	ㄑㄩㄢˊ ㄕㄣ / quán shēn
扮演	演じる	ㄅㄢˋ ㄧㄢˇ / bàn yǎn
明確	明確な	ㄇㄧㄥˊ ㄑㄩㄝˋ / míng què
初期	初期	ㄔㄨ ㄑㄧˊ / chū qí
怎麼辦	どうしよう	ㄗㄣˇ ˙ㄇㄜ ㄅㄢˋ / zěn me bàn
眼前	目の前	ㄧㄢˇ ㄑㄧㄢˊ / yǎn qián
黑暗	暗闇	ㄏㄟ ㄢˋ / hēi àn
當初	当初	ㄉㄤ ㄔㄨ / dāng chū
構成	構成する	ㄍㄡˋ ㄔㄥˊ / gòu chéng
說法	言い方	ㄕㄨㄛ ㄈㄚˇ / shuō fǎ
優良	優良な	ㄧㄡ ㄌㄧㄤˊ / yōu liáng
醫學	医学	ㄧ ㄒㄩㄝˊ / yī xué
顧客	顧客	ㄍㄨˋ ㄎㄜˋ / gù kè
大師	巨匠	ㄉㄚˋ ㄕ / dà shī
方便	便利な	ㄈㄤ ㄅㄧㄢˋ / fāng biàn
出發	出発する	ㄔㄨ ㄈㄚ / chū fā
有限	有限の	ㄧㄡˇ ㄒㄧㄢˋ / yǒu xiàn
完美	完璧な	ㄨㄢˊ ㄇㄟˇ / wán měi
保守	保守的な	ㄅㄠˇ ㄕㄡˇ / bǎo shǒu
保證	保証する	ㄅㄠˇ ㄓㄥˋ / bǎo zhèng
美好	素晴らしい	ㄇㄟˇ ㄏㄠˇ / měi hǎo
院長	院長	ㄩㄢˋ ㄓㄤˇ / yuàn zhǎng
喜愛	好きである	ㄒㄧˇ ㄞˋ / xǐ ài
想法	考え	ㄒㄧㄤˇ ㄈㄚˇ / xiǎng fǎ
夢想	夢	ㄇㄥˋ ㄒㄧㄤˇ / mèng xiǎng
徹底	徹底的な	ㄔㄜˋ ㄉㄧˇ / chè dǐ
說話	話す	ㄕㄨㄛ ㄏㄨㄚˋ / shuō huà
熱情	情熱	ㄖㄜˋ ㄑㄧㄥˊ / rè qíng
下午	午後	ㄒㄧㄚˋ ㄨˇ / xià wǔ
太太	奥さん	ㄊㄞˋ ˙ㄊㄞ / tài tai
主角	主役	ㄓㄨˇ ㄐㄧㄠˇ / zhǔ jiǎo
召開	開催する	ㄓㄠˋ ㄎㄞ / zhào kāi
生態	生態	ㄕㄥ ㄊㄞˋ / shēng tài
印度	インド	ㄧㄣˋ ㄉㄨˋ / Yìn dù
牠們	それら（動物）	ㄊㄚ ˙ㄇㄣ / tā men
那樣	あのような	ㄋㄚˋ ㄧㄤˋ / nà yàng
定期	定期的な	ㄉㄧㄥˋ ㄑㄧˊ / dìng qí
居民	住民	ㄐㄩ ㄇㄧㄣˊ / jū mín
房間	部屋	ㄈㄤˊ ㄐㄧㄢ / fáng jiān
社區	地域社会	ㄕㄜˋ ㄑㄩ / shè qū
英語	英語	ㄧㄥ ㄩˇ / yǐng yǔ
記錄	記録する	ㄐㄧˋ ㄌㄨˋ / jì lù
軟體	ソフトウェア	ㄖㄨㄢˇ ㄊㄧˇ / ruǎn tǐ
寒假	冬休み	ㄏㄢˊ ㄐㄧㄚˋ / hán jià
給予	与える	ㄐㄧˇ ㄩˇ / jǐ yǔ
慢慢	ゆっくりと	ㄇㄢˋ ㄇㄢˋ / màn màn
幫忙	手伝う	ㄅㄤ ㄇㄤˊ / bāng máng
檢討	反省する	ㄐㄧㄢˇ ㄊㄠˇ / jiǎn tǎo
聯想	連想する	ㄌㄧㄢˊ ㄒㄧㄤˇ / lián xiǎng
寶貝	宝物	ㄅㄠˇ ㄅㄟˋ / bǎo bèi
議員	議員	ㄧˋ ㄩㄢˊ / yì yuán
體制	体制	ㄊㄧˇ ㄓˋ / tǐ zhì
可惜	残念だ	ㄎㄜˇ ㄒㄧˊ / kě xí
年輕人	若者	ㄋㄧㄢˊ ㄑㄧㄥ ㄖㄣˊ / nián qīng rén
走向	動向	ㄗㄡˇ ㄒㄧㄤˋ / zǒu xiàng
到達	到達する	ㄉㄠˋ ㄉㄚˊ / dào dá
幸福	幸福な	ㄒㄧㄥˋ ㄈㄨˊ / xìng fú
宣傳	宣伝する	ㄒㄩㄢ ㄔㄨㄢˊ / xuān chuán
政黨	政党	ㄓㄥˋ ㄉㄤˇ / zhèng dǎng
首次	初めて	ㄕㄡˇ ㄘˋ / shǒu cì
大人	大人	ㄉㄚˋ ㄖㄣˊ / dà rén
中華	中華	ㄓㄨㄥ ㄏㄨㄚˊ / zhōng huá
古代	古代	ㄍㄨˇ ㄉㄞˋ / gǔ dài
正在	ちょうど～している	ㄓㄥˋ ㄗㄞˋ / zhèng zài
男子	男子	ㄋㄢˊ ㄗˇ / nán zǐ
放棄	放棄する	ㄈㄤˋ ㄑㄧˋ / fàng qì
財務	財務	ㄘㄞˊ ㄨˋ / cái wù
探討	検討する	ㄊㄢˋ ㄊㄠˇ / tàn tǎo
游泳	泳ぐ	ㄧㄡˊ ㄩㄥˇ / yóu yǒng
發明	発明する	ㄈㄚ ㄇㄧㄥˊ / fā míng
電子	電子	ㄉㄧㄢˋ ㄗˇ / diàn zǐ
質量	質量	ㄓˊ ㄌㄧㄤˋ / zhí liàng
興建	建設する	ㄒㄧㄥ ㄐㄧㄢˋ / xīng jiàn
遺址	遺跡	ㄧˊ ㄓˇ / yí zhǐ
體會	体得する	ㄊㄧˇ ㄏㄨㄟˋ / tǐ huì
人間	人間社会	ㄖㄣˊ ㄐㄧㄢ / rén jiān
大樓	ビル	ㄉㄚˋ ㄌㄡˊ / dà lóu
月球	月	ㄩㄝˋ ㄑㄧㄡˊ / yuè qiú
外國	外国	ㄨㄞˋ ㄍㄨㄛˊ / wài guó
生日	誕生日	ㄕㄥ ㄖˋ / shēng rì
考量	考慮する	ㄎㄠˇ ㄌㄧㄤˊ / kǎo liáng
考察	視察する	ㄎㄠˇ ㄔㄚˊ / kǎo chá
決心	決心	ㄐㄩㄝˊ ㄒㄧㄣ / jué xīn
男孩	男の子	ㄋㄢˊ ㄏㄞˊ / nán hái
宣布	発表する	ㄒㄩㄢ ㄅㄨˋ / xuān bù
食品	食品	ㄕˊ ㄆㄧㄣˇ / shí pǐn
修正	修正する	ㄒㄧㄡ ㄓㄥˋ / xiū zhèng
售價	販売価格	ㄕㄡˋ ㄐㄧㄚˋ / shòu jià
都會	都会	ㄉㄨ ㄏㄨㄟˋ / dū huì
感到	感じる	ㄍㄢˇ ㄉㄠˋ / gǎn dào
感謝	感謝する	ㄍㄢˇ ㄒㄧㄝˋ / gǎn xiè
臺灣人	台湾人	ㄊㄞˊ ㄨㄢ ㄖㄣˊ / Tái wān rén
樂趣	楽しみ	ㄌㄜˋ ㄑㄩˋ / lè qù
熟悉	熟知している	ㄕㄡˊ ㄒㄧ / shóu xī
衝突	衝突	ㄔㄨㄥ ㄊㄨ / chōng tū
頭髮	髪の毛	ㄊㄡˊ ㄈㄚˇ / tóu fǎ
驚人	驚くべき	ㄐㄧㄥ ㄖㄣˊ / jīng rén
人家	他人	ㄖㄣˊ ㄐㄧㄚ / rén jiā
中文	中国語	ㄓㄨㄥ ㄨㄣˊ / zhōng wén
她們	彼女たち	ㄊㄚ ˙ㄇㄣ / tā men
行政院	行政院	ㄒㄧㄥˊ ㄓㄥˋ ㄩㄢˋ / Xíng zhèng yuàn
前面	前	ㄑㄧㄢˊ ㄇㄧㄢˋ / qián miàn
型態	形態	ㄒㄧㄥˊ ㄊㄞˋ / xíng tài
時空	時空	ㄕˊ ㄎㄨㄥ / shí kōng
氣體	気体	ㄑㄧˋ ㄊㄧˇ / qì tǐ
國會	国会	ㄍㄨㄛˊ ㄏㄨㄟˋ / guó huì
規畫	計画する	ㄍㄨㄟ ㄏㄨㄚˋ / guī huà
郵票	切手	ㄧㄡˊ ㄆㄧㄠˋ / yóu piào
裝置	装置	ㄓㄨㄤ ㄓˋ / zhuāng zhì
人性	人間性	ㄖㄣˊ ㄒㄧㄥˋ / rén xìng
內心	内心	ㄋㄟˋ ㄒㄧㄣ / nèi xīn
公頃	ヘクタール	ㄍㄨㄥ ㄑㄧㄥˇ / gōng qǐng
文明	文明	ㄨㄣˊ ㄇㄧㄥˊ / wén míng
任務	任務	ㄖㄣˋ ㄨˋ / rèn wù
形容	形容する	ㄒㄧㄥˊ ㄖㄨㄥˊ / xíng róng
來臨	訪れる	ㄌㄞˊ ㄌㄧㄣˊ / lái lín
和平	平和	ㄏㄜˊ ㄆㄧㄥˊ / hé píng
奇怪	奇妙な	ㄑㄧˊ ㄍㄨㄞˋ / qí guài
花縣	花蓮県	ㄏㄨㄚ ㄒㄧㄢˋ / Huā xiàn
近年	近年	ㄐㄧㄣˋ ㄋㄧㄢˊ / jìn nián
威脅	脅威	ㄨㄟ ㄒㄧㄝˊ / wēi xié
研發	研究開発	ㄧㄢˊ ㄈㄚ / yán fā
貪汙	汚職	ㄊㄢ ㄨ / tān wū
連戰	連戦	ㄌㄧㄢˊ ㄓㄢˋ / Lián Zhàn
搭配	組み合わせる	ㄉㄚ ㄆㄟˋ / dā pèi
經由	経由する	ㄐㄧㄥ ㄧㄡˊ / jīng yóu
腳步	足取り	ㄐㄧㄠˇ ㄅㄨˋ / jiǎo bù
運動會	運動会	ㄩㄣˋ ㄉㄨㄥˋ ㄏㄨㄟˋ / yùn dòng huì
豪華	豪華な	ㄏㄠˊ ㄏㄨㄚˊ / háo huá
鏡頭	レンズ	ㄐㄧㄥˋ ㄊㄡˊ / jìng tóu
十足	十分な	ㄕˊ ㄗㄨˊ / shí zú
夫妻	夫婦	ㄈㄨ ㄑㄧ / fū qī
生長	生長する	ㄕㄥ ㄓㄤˇ / shēng zhǎng
宗教	宗教	ㄗㄨㄥ ㄐㄧㄠˋ / zōng jiào
長久	長い間	ㄔㄤˊ ㄐㄧㄡˇ / cháng jiǔ
指示	指示する	ㄓˇ ㄕˋ / zhǐ shì
假期	休暇	ㄐㄧㄚˋ ㄑㄧˊ / jià qí
推展	推進する	ㄊㄨㄟ ㄓㄢˇ / tuī zhǎn
閱讀	読書する	ㄩㄝˋ ㄉㄨˊ / yuè dú
應用	応用する	ㄧㄥˋ ㄧㄨㄥˋ / yìng yòng
讀書	勉強する	ㄉㄨˊ ㄕㄨ / dú shū
必然	必然的な	ㄅㄧˋ ㄖㄢˊ / bì rán
打破	打ち破る	ㄉㄚˇ ㄆㄛˋ / dǎ pò
因應	対応する	ㄧㄣ ㄧㄥˋ / yīn yìng
作文	作文	ㄗㄨㄛˋ ㄨㄣˊ / zuò wén
星球	星	ㄒㄧㄥ ㄑㄧㄡˊ / xīng qiú
英雄	英雄	ㄧㄥ ㄒㄩㄥˊ / yīng xióng
停止	停止する	ㄊㄧㄥˊ ㄓˇ / tíng zhǐ
移動	移動する	ㄧˊ ㄉㄨㄥˋ / yí dòng
細胞	細胞	ㄒㄧˋ ㄅㄠ / xì bāo
術數	占術	ㄕㄨˋ ㄕㄨˋ / shù shù
焦點	焦点	ㄐㄧㄠ ㄉㄧㄢˇ / jiāo diǎn
傳播	伝播する	ㄔㄨㄢˊ ㄅㄛˋ / chuán bò
維護	維持する	ㄨㄟˊ ㄏㄨˋ / wéi hù
臺幣	台湾ドル	ㄊㄞˊ ㄅㄧˋ / Tái bì
彈性	柔軟性	ㄊㄢˊ ㄒㄧㄥˋ / tán xìng
數量	数量	ㄕㄨˋ ㄌㄧㄤˋ / shù liàng
編輯	編集する	ㄅㄧㄢ ㄐㄧˊ / biān jí
趣味	趣味	ㄑㄩˋ ㄨㄟˋ / qù wèi
機械	機械	ㄐㄧ ㄒㄧㄝˋ / jī xiè
膨脹	膨張する	ㄆㄥˊ ㄓㄤˋ / péng zhàng
邀請	招待する	ㄧㄠ ㄑㄧㄥˇ / yāo qǐng
觀光	観光	ㄍㄨㄢ ㄍㄨㄤ / guān guāng
下去	続けていく	ㄒㄧㄚˋ ㄑㄩˋ / xià qù
外銷	輸出する	ㄨㄞˋ ㄒㄧㄠ / wài xiāo
立法院	立法院	ㄌㄧˋ ㄈㄚˇ ㄩㄢˋ / Lì fǎ yuàn
因而	従って	ㄧㄣ ㄦˊ / yīn ér
此時	この時	ㄘˇ ㄕˊ / cǐ shí
行駛	走行する	ㄒㄧㄥˊ ㄕˇ / xíng shǐ
宜蘭	宜蘭	ㄧˊ ㄌㄢˊ / Yí lán
承認	承認する	ㄔㄥˊ ㄖㄣˋ / chéng rèn
法令	法令	ㄈㄚˇ ㄌㄧㄥˋ / fǎ lìng
重量	重量	ㄓㄨㄥˋ ㄌㄧㄤˋ / zhòng liàng
差距	格差	ㄔㄚ ㄐㄩˋ / chā jù
特徵	特徴	ㄊㄜˋ ㄓㄥ / tè zhēng
紐約	ニューヨーク	ㄋㄧㄡˇ ㄩㄝ / Niǔ yuē
退休	定年退職する	ㄊㄨㄟˋ ㄒㄧㄡ / tuì xiū
乾淨	清潔な	ㄍㄢ ㄐㄧㄥˋ / gān jìng
移植	移植する	ㄧˊ ㄓˊ / yí zhí
畫家	画家	ㄏㄨㄚˋ ㄐㄧㄚ / huà jiā
新生	新生	ㄒㄧㄣ ㄕㄥ / xīn shēng
認同	賛同する	ㄖㄣˋ ㄊㄨㄥˊ / rèn tóng
選手	選手	ㄒㄩㄢˇ ㄕㄡˇ / xuǎn shǒu
戲院	映画館	ㄒㄧˋ ㄩㄢˋ / xì yuàn
職業	職業	ㄓˊ ㄧㄝˋ / zhí yè
丹妮芙	ドヌーヴ	ㄉㄢ ㄋㄧˊ ㄈㄨˊ / Dān ní fú
兄弟	兄弟	ㄒㄩㄥ ㄉㄧˋ / xiōng dì
央行	中央銀行	ㄧㄤ ㄒㄧㄥˊ / Yāng xíng
估計	推定する	ㄍㄨ ㄐㄧˋ / gū jì
到處	至る所	ㄉㄠˋ ㄔㄨˋ / dào chù
背後	背後	ㄅㄟˋ ㄏㄡˋ / bèi hòu
書法	書道	ㄕㄨ ㄈㄚˇ / shū fǎ
祕密	秘密	ㄇㄧˋ ㄇㄧˋ / mì mì
教堂	教会	ㄐㄧㄠˋ ㄊㄤˊ / jiào táng
短期	短期	ㄉㄨㄢˇ ㄑㄧˊ / duǎn qí
評審	審査員	ㄆㄧㄥˊ ㄕㄣˇ / píng shěn
實現	実現する	ㄕˊ ㄒㄧㄢˋ / shí xiàn
管道	ルート	ㄍㄨㄢˇ ㄉㄠˋ / guǎn dào
獨特	独特な	ㄉㄨˊ ㄊㄜˋ / dú tè
興奮	興奮する	ㄒㄧㄥ ㄈㄣˋ / xīng fèn
加拿大	カナダ	ㄐㄧㄚ ㄋㄚˊ ㄉㄚˋ / Jiā ná dà
自信	自信	ㄗˋ ㄒㄧㄣˋ / zì xìn
抗議	抗議する	ㄎㄤˋ ㄧˋ / kàng yì
果然	果たして	ㄍㄨㄛˇ ㄖㄢˊ / guǒ rán
保健	保健	ㄅㄠˇ ㄐㄧㄢˋ / bǎo jiàn
美術	美術	ㄇㄟˇ ㄕㄨˋ / měi shù
個性	個性	ㄍㄜˋ ㄒㄧㄥˋ / gè xìng
夏令營	サマーキャンプ	ㄒㄧㄚˋ ㄌㄧㄥˋ ㄧㄥˊ / xià lìng yíng
財政	財政	ㄘㄞˊ ㄓㄥˋ / cái zhèng
創新	革新	ㄔㄨㄤˋ ㄒㄧㄣ / chuàng xīn
減肥	ダイエットする	ㄐㄧㄢˇ ㄈㄟˊ / jiǎn féi
童話	童話	ㄊㄨㄥˊ ㄏㄨㄚˋ / tóng huà
開幕	開幕する	ㄎㄞ ㄇㄨˋ / kāi mù
新年	新年	ㄒㄧㄣ ㄋㄧㄢˊ / xīn nián
新竹	新竹	ㄒㄧㄣ ㄓㄨˊ / Xīn zhú
溫馨	心温まる	ㄨㄣ ㄒㄧㄣ / wēn xīn
經歷	経験する	ㄐㄧㄥ ㄌㄧˋ / jīng lì
資本	資本	ㄗ ㄅㄣˇ / zī běn
