現任	現任の	ㄒㄧㄢˋ ㄖㄣˋ / xiàn rèn
現況	現況	ㄒㄧㄢˋ ㄎㄨㄤˋ / xiàn kuàng
貧窮	貧困/貧しい	ㄆㄧㄣˊ ㄑㄩㄥˊ / pín qióng
途中	途中	ㄊㄨˊ ㄓㄨㄥ / tú zhōng
創刊	創刊する	ㄔㄨㄤˋ ㄎㄢ / chuàng kān
提名	指名する/ノミネートする	ㄊㄧˊ ㄇㄧㄥˊ / tí míng
散發	発散する/放つ	ㄙㄢˋ ㄈㄚ / sàn fā
猴子	サル	ㄏㄡˊ ㄗ˙ / hóu zi
結局	結末/エンディング	ㄐㄧㄝˊ ㄐㄩˊ / jié jú
善用	うまく活用する	ㄕㄢˋ ㄩㄥˋ / shàn yòng
菁英	エリート	ㄐㄧㄥ ㄧㄥ / jīng yīng
超市	スーパーマーケット	ㄔㄠ ㄕˋ / chāo shì
進食	食事をする	ㄐㄧㄣˋ ㄕˊ / jìn shí
鄉下	田舎	ㄒㄧㄤ ㄒㄧㄚˋ / xiāng xià
開展	展開する/発展する	ㄎㄞ ㄓㄢˇ / kāi zhǎn
開鑼	銅鑼を鳴らして開幕する	ㄎㄞ ㄌㄨㄛˊ / kāi luó
順暢	スムーズである	ㄕㄨㄣˋ ㄔㄤˋ / shùn chàng
黑人	黒人	ㄏㄟ ㄖㄣˊ / hēi rén
微生物	微生物	ㄨㄟˊ ㄕㄥ ㄨˋ / wéi shēng wù
搭載	搭載する	ㄉㄚ ㄗㄞˋ / dā zài
新觀念	新しい観念/新しい考え方	ㄒㄧㄣ ㄍㄨㄢ ㄋㄧㄢˋ / xīn guān niàn
溫泉	温泉	ㄨㄣ ㄑㄩㄢˊ / wēn quán
經典	クラシック/定番/経典	ㄐㄧㄥ ㄉㄧㄢˇ / jīng diǎn
補習	塾に通う/補習する	ㄅㄨˇ ㄒㄧˊ / bǔ xí
達斯汀霍夫曼	ダスティン・ホフマン	ㄉㄚˊ ㄙ ㄊㄧㄥ ㄏㄨㄛˋ ㄈㄨ ㄇㄢˋ / dá sī tīng huò fū màn
實行	実行する	ㄕˊ ㄒㄧㄥˊ / shí xíng
演化	進化する/展開する	ㄧㄢˇ ㄏㄨㄚˋ / yǎn huà
演說	演説	ㄧㄢˇ ㄕㄨㄛ / yǎn shuō
盡量	できるだけ	ㄐㄧㄣˋ ㄌㄧㄤˋ / jìn liàng
蒐集	収集する	ㄙㄡ ㄐㄧˊ / sōu jí
趕緊	急いで/慌てて	ㄍㄢˇ ㄐㄧㄣˇ / gǎn jǐn
摩西	モーセ	ㄇㄛˊ ㄒㄧ / mó xī
數目	数	ㄕㄨˋ ㄇㄨˋ / shù mù
標誌	標識/マーク	ㄅㄧㄠ ㄓˋ / biāo zhì
選購	選んで買う	ㄒㄩㄢˇ ㄍㄡˋ / xuǎn gòu
錄音	録音する	ㄌㄨˋ ㄧㄣ / lù yīn
營造	築き上げる/造成する	ㄧㄥˊ ㄗㄠˋ / yíng zào
講究	こだわる/重視する	ㄐㄧㄤˇ ㄐㄧㄡˋ / jiǎng jiù
購物	買い物をする	ㄍㄡˋ ㄨˋ / gòu wù
餵養	飼育する/餌をやる	ㄨㄟˋ ㄧㄤˇ / wèi yǎng
瀑布	滝	ㄆㄨˋ ㄅㄨˋ / pù bù
獵豹	チーター	ㄌㄧㄝˋ ㄅㄠˋ / liè bào
轉動	回る/回転する	ㄓㄨㄢˇ ㄉㄨㄥˋ / zhuǎn dòng
警方	警察当局	ㄐㄧㄥˇ ㄈㄤ / jǐng fāng
麵包	パン	ㄇㄧㄢˋ ㄅㄠ / miàn bāo
變形	変形する	ㄅㄧㄢˋ ㄒㄧㄥˊ / biàn xíng
一陣	一陣の/しばらくの間	ㄧ ㄓㄣˋ / yī zhèn
一場	一場の/一回の	ㄧ ㄔㄤˇ / yī chǎng
下游	下流	ㄒㄧㄚˋ ㄧㄡˊ / xià yóu
上下	上下	ㄕㄤˋ ㄒㄧㄚˋ / shàng xià
不致	〜には至らない	ㄅㄨˋ ㄓˋ / bù zhì
中年	中年	ㄓㄨㄥ ㄋㄧㄢˊ / zhōng nián
中華汽車	中華汽車	ㄓㄨㄥ ㄏㄨㄚˊ ㄑㄧˋ ㄔㄜ / zhōng huá qì chē
允許	許可する	ㄩㄣˇ ㄒㄩˇ / yǔn xǔ
公主	プリンセス/お姫様	ㄍㄨㄥ ㄓㄨˇ / gōng zhǔ
公債	公債	ㄍㄨㄥ ㄓㄞˋ / gōng zhài
升起	昇る/上がる	ㄕㄥ ㄑㄧˇ / shēng qǐ
天上	天上/空	ㄊㄧㄢ ㄕㄤˋ / tiān shàng
太空船	宇宙船	ㄊㄞˋ ㄎㄨㄥ ㄔㄨㄢˊ / tài kōng chuán
心得	心得/感想/学んだこと	ㄒㄧㄣ ㄉㄜˊ / xīn dé
外型	外見/スタイル	ㄨㄞˋ ㄒㄧㄥˊ / wài xíng
幼教	幼児教育	ㄧㄡˋ ㄐㄧㄠˋ / yòu jiào
正好	ちょうど良い	ㄓㄥˋ ㄏㄠˇ / zhèng hǎo
交往	交際する/付き合う	ㄐㄧㄠ ㄨㄤˇ / jiāo wǎng
任職	務める/就任する	ㄖㄣˋ ㄓˊ / rèn zhí
各自	各自/それぞれ	ㄍㄜˋ ㄗˋ / gè zì
何必	どうして〜する必要があろうか	ㄏㄜˊ ㄅㄧˋ / hé bì
即日	即日/その日	ㄐㄧˊ ㄖˋ / jí rì
完工	完工する/工事が終わる	ㄨㄢˊ ㄍㄨㄥ / wán gōng
尾巴	しっぽ	ㄨㄟˇ ㄅㄚ˙ / wěi ba
沉重	重い/深刻な	ㄔㄣˊ ㄓㄨㄥˋ / chén zhòng
沉默	沈黙する	ㄔㄣˊ ㄇㄛˋ / chén mò
牡丹	牡丹	ㄇㄨˇ ㄉㄢ / mǔ dān
車隊	車列/チーム	ㄔㄜ ㄉㄨㄟˋ / chē duì
那是	それは	ㄋㄚˋ ㄕˋ / nà shì
事先	事前に	ㄕˋ ㄒㄧㄢ / shì xiān
兒童節	こどもの日	ㄦˊ ㄊㄨㄥˊ ㄐㄧㄝˊ / ér tóng jié
刻意	わざと/意図的に	ㄎㄜˋ ㄧˋ / kè yì
屆時	その時になったら	ㄐㄧㄝˋ ㄕˊ / jiè shí
幸運	幸運な	ㄒㄧㄥˋ ㄩㄣˋ / xìng yùn
性交	性交	ㄒㄧㄥˋ ㄐㄧㄠ / xìng jiāo
服裝	服装	ㄈㄨˊ ㄓㄨㄤ / fú zhuāng
爭奪	争奪する	ㄓㄥ ㄉㄨㄛˊ / zhēng duó
近代	近代	ㄐㄧㄣˋ ㄉㄞˋ / jìn dài
前座	前席/フロントシート	ㄑㄧㄢˊ ㄗㄨㄛˋ / qián zuò
姿勢	姿勢	ㄗ ㄕˋ / zī shì
宣稱	宣言する/主張する	ㄒㄩㄢ ㄔㄥ / xuān chēng
屏縣	屏東県	ㄆㄧㄥˊ ㄒㄧㄢˋ / píng xiàn
怎麼樣	どうですか/どのように	ㄗㄣˇ ㄇㄜ˙ ㄧㄤˋ / zěn me yàng
故意	故意に/わざと	ㄍㄨˋ ㄧˋ / gù yì
看待	扱う/見なす	ㄎㄢˋ ㄉㄞˋ / kàn dài
美容	美容	ㄇㄟˇ ㄖㄨㄥˊ / měi róng
衍生	派生する	ㄧㄢˇ ㄕㄥ / yǎn shēng
風波	揉め事/騒動	ㄈㄥ ㄅㄛ / fēng bō
恐怖	恐怖/恐ろしい	ㄎㄨㄥˇ ㄅㄨˋ / kǒng bù
桃園縣	桃園県	ㄊㄠˊ ㄩㄢˊ ㄒㄧㄢˋ / táo yuán xiàn
真好	本当に良い	ㄓㄣ ㄏㄠˇ / zhēn hǎo
笑容	笑顔	ㄒㄧㄠˋ ㄖㄨㄥˊ / xiào róng
偏遠	辺鄙な/遠く離れた	ㄆㄧㄢ ㄩㄢˇ / piān yuǎn
國慶	国慶節/建国記念日	ㄍㄨㄛˊ ㄑㄧㄥˋ / guó qìng
執導	監督する	ㄓˊ ㄉㄠˇ / zhí dǎo
強制	強制する	ㄑㄧㄤˊ ㄓˋ / qiáng zhì
教訓	教訓	ㄐㄧㄠˋ ㄒㄩㄣˋ / jiào xùn
教導	指導する/教える	ㄐㄧㄠˋ ㄉㄠˇ / jiào dǎo
敘述	叙述する/述べる	ㄒㄩˋ ㄕㄨˋ / xù shù
晚餐	夕食	ㄨㄢˇ ㄘㄢ / wǎn cān
清代	清代	ㄑㄧㄥ ㄉㄞˋ / qīng dài
清淨	清浄な	ㄑㄧㄥ ㄐㄧㄥˋ / qīng jìng
深度	深度/深さ	ㄕㄣ ㄉㄨˋ / shēn dù
野生	野生の	ㄧㄝˇ ㄕㄥ / yě shēng
單一	単一の	ㄉㄢ ㄧ / dān yī
富裕	裕福な	ㄈㄨˋ ㄩˋ / fù yù
評論	評論する	ㄆㄧㄥˊ ㄌㄨㄣˋ / píng lùn
傷口	傷口	ㄕㄤ ㄎㄡˇ / shāng kǒu
傷心	悲しむ	ㄕㄤ ㄒㄧㄣ / shāng xīn
新興	新興の	ㄒㄧㄣ ㄒㄧㄥ / xīn xīng
義務	義務	ㄧˋ ㄨˋ / yì wù
蛻變	変化する/脱皮する	ㄊㄨㄟˋ ㄅㄧㄢˋ / tuì biàn
農委會	農業委員会	ㄋㄨㄥˊ ㄨㄟˇ ㄏㄨㄟˋ / nóng wěi huì
隕石	隕石	ㄩㄣˇ ㄕˊ / yǔn shí
飼養	飼育する	ㄙˋ ㄧㄤˇ / sì yǎng
境界	境界/境地	ㄐㄧㄥˋ ㄐㄧㄝˋ / jìng jiè
對比	対比/コントラスト	ㄉㄨㄟˋ ㄅㄧˇ / duì bǐ
歌舞	歌舞	ㄍㄜ ㄨˇ / gē wǔ
盡力	尽力する	ㄐㄧㄣˋ ㄌㄧˋ / jìn lì
稱王	王と称する/王に君臨する	ㄔㄥ ㄨㄤˊ / chēng wáng
徵求	募集する/求める	ㄓㄥ ㄑㄧㄡˊ / zhēng qiú
模樣	様子/姿	ㄇㄛˊ ㄧㄤˋ / mó yàng
確立	確立する	ㄑㄩㄝˋ ㄌㄧˋ / què lì
確保	確保する	ㄑㄩㄝˋ ㄅㄠˇ / què bǎo
鞋子	靴	ㄒㄧㄝˊ ㄗ˙ / xié zi
學位	学位	ㄒㄩㄝˊ ㄨㄟˋ / xué wèi
導向	導く/指向	ㄉㄠˇ ㄒㄧㄤˋ / dǎo xiàng
憲法	憲法	ㄒㄧㄢˋ ㄈㄚˇ / xiàn fǎ
歷程	過程/道のり	ㄌㄧˋ ㄔㄥˊ / lì chéng
融資	融資	ㄖㄨㄥˊ ㄗ / róng zī
親愛	親愛なる	ㄑㄧㄣ ㄞˋ / qīn ài
錯過	逃す/見逃す	ㄘㄨㄛˋ ㄍㄨㄛˋ / cuò guò
雕塑	彫刻する	ㄉㄧㄠ ㄙㄨˋ / diāo sù
鴨嘴獸	カモノハシ	ㄧㄚ ㄗㄨㄟˇ ㄕㄡˋ / yā zuǐ shòu
擬定	策定する/立案する	ㄋㄧˇ ㄉㄧㄥˋ / nǐ dìng
繁殖	繁殖する	ㄈㄢˊ ㄓˊ / fán zhí
翻譯	翻訳する	ㄈㄢ ㄧˋ / fān yì
職位	職位/役職	ㄓˊ ㄨㄟˋ / zhí wèi
離去	立ち去る	ㄌㄧˊ ㄑㄩˋ / lí qù
關注	注目する/関心を寄せる	ㄍㄨㄢ ㄓㄨˋ / guān zhù
體操	体操	ㄊㄧˇ ㄘㄠ / tǐ cāo
大獎	大賞/大きな賞	ㄉㄚˋ ㄐㄧㄤˇ / dà jiǎng
山坡	山腹/斜面	ㄕㄢ ㄆㄛ / shān pō
不便	不便である	ㄅㄨˋ ㄅㄧㄢˋ / bù biàn
不適	不快である/適さない	ㄅㄨˋ ㄕˋ / bù shì
中醫	漢方医/中医学	ㄓㄨㄥ ㄧ / zhōng yī
心力	心力/精神と体力	ㄒㄧㄣ ㄌㄧˋ / xīn lì
文化中心	文化センター	ㄨㄣˊ ㄏㄨㄚˋ ㄓㄨㄥ ㄒㄧㄣ / wén huà zhōng xīn
水分	水分	ㄕㄨㄟˇ ㄈㄣˋ / shuǐ fèn
古跡	史跡/遺跡	ㄍㄨˇ ㄐㄧ / gǔ jī
本草綱目	本草綱目	ㄅㄣˇ ㄘㄠˇ ㄍㄤ ㄇㄨˋ / běn cǎo gāng mù
由來	由来/起源	ㄧㄡˊ ㄌㄞˊ / yóu lái
企劃	企画	ㄑㄧˋ ㄏㄨㄚˋ / qì huà
光線	光線/光	ㄍㄨㄤ ㄒㄧㄢˋ / guāng xiàn
全方位	全方位	ㄑㄩㄢˊ ㄈㄤ ㄨㄟˋ / quán fāng wèi
再生	再生する	ㄗㄞˋ ㄕㄥ / zài shēng
列入	リストに入れる/組み入れる	ㄌㄧㄝˋ ㄖㄨˋ / liè rù
名牌	ブランド品/名札	ㄇㄧㄥˊ ㄆㄞˊ / míng pái
回顧	回顧する	ㄏㄨㄟˊ ㄍㄨˋ / huí gù
地下水	地下水	ㄉㄧˋ ㄒㄧㄚˋ ㄕㄨㄟˇ / dì xià shuǐ
地理	地理	ㄉㄧˋ ㄌㄧˇ / dì lǐ
多媒體	マルチメディア	ㄉㄨㄛ ㄇㄟˊ ㄊㄧˇ / duō méi tǐ
有時候	時々	ㄧㄡˇ ㄕˊ ㄏㄡˋ / yǒu shí hòu
車體	車体	ㄔㄜ ㄊㄧˇ / chē tǐ
巡視	巡視する	ㄒㄩㄣˊ ㄕˋ / xún shì
典範	模範/手本	ㄉㄧㄢˇ ㄈㄢˋ / diǎn fàn
取出	取り出す	ㄑㄩˇ ㄔㄨ / qǔ chū
取締	取り締まる	ㄑㄩˇ ㄉㄧˋ / qǔ dì
姓名	姓名	ㄒㄧㄥˋ ㄇㄧㄥˊ / xìng míng
放映	上映する/放映する	ㄈㄤˋ ㄧㄥˋ / fàng yìng
阻止	阻止する	ㄗㄨˇ ㄓˇ / zǔ zhǐ
阻礙	妨害する/阻む	ㄗㄨˇ ㄞˋ / zǔ ài
南非	南アフリカ	ㄋㄢˊ ㄈㄟ / nán fēi
客氣	遠慮する/礼儀正しい	ㄎㄜˋ ㄑㄧˋ / kè qì
急救	応急処置/救急	ㄐㄧˊ ㄐㄧㄡˋ / jí jiù
星座	星座	ㄒㄧㄥ ㄗㄨㄛˋ / xīng zuò
流失	流出する/失われる	ㄌㄧㄡˊ ㄕ / liú shī
流動	流動する	ㄌㄧㄡˊ ㄉㄨㄥˋ / liú dòng
流程	プロセス/流れ	ㄌㄧㄡˊ ㄔㄥˊ / liú chéng
派系	派閥	ㄆㄞˋ ㄒㄧˋ / pài xì
省籍	出身省	ㄕㄥˇ ㄐㄧˊ / shěng jí
耐心	忍耐力/根気	ㄋㄞˋ ㄒㄧㄣ / nài xīn
軍人	軍人	ㄐㄩㄣ ㄖㄣˊ / jūn rén
飛翔	飛翔する/空を飛ぶ	ㄈㄟ ㄒㄧㄤˊ / fēi xiáng
食道	食道	ㄕˊ ㄉㄠˋ / shí dào
修訂	改訂する	ㄒㄧㄡ ㄉㄧㄥˋ / xiū dìng
兼顧	両立させる	ㄐㄧㄢ ㄍㄨˋ / jiān gù
夏季	夏季	ㄒㄧㄚˋ ㄐㄧˋ / xià jì
挽救	救う/挽回する	ㄨㄢˇ ㄐㄧㄡˋ / wǎn jiù
挫折	挫折する	ㄘㄨㄛˋ ㄓㄜˊ / cuò zhé
效應	効果/影響	ㄒㄧㄠˋ ㄧㄥˋ / xiào yìng
氣象	気象	ㄑㄧˋ ㄒㄧㄤˋ / qì xiàng
珠寶	宝石	ㄓㄨ ㄅㄠˇ / zhū bǎo
祖母	祖母	ㄗㄨˇ ㄇㄨˇ / zǔ mǔ
站在	立つ	ㄓㄢˋ ㄗㄞˋ / zhàn zài
起步	歩み始める/スタートする	ㄑㄧˇ ㄅㄨˋ / qǐ bù
高科技	ハイテク	ㄍㄠ ㄎㄜ ㄐㄧˋ / gāo kē jì
高潮	高潮/クライマックス	ㄍㄠ ㄔㄠˊ / gāo cháo
國中生	中学生	ㄍㄨㄛˊ ㄓㄨㄥ ㄕㄥ / guó zhōng shēng
堆積	堆積する	ㄉㄨㄟ ㄐㄧ / duī jī
婚禮	結婚式	ㄏㄨㄣ ㄌㄧˇ / hūn lǐ
探險	探検する	ㄊㄢˋ ㄒㄧㄢˇ / tàn xiǎn
排球	バレーボール	ㄆㄞˊ ㄑㄧㄡˊ / pái qiú
深深	深く	ㄕㄣ ㄕㄣ / shēn shēn
深處	深部/奥深く	ㄕㄣ ㄔㄨˋ / shēn chù
產量	生産量	ㄔㄢˇ ㄌㄧㄤˋ / chǎn liàng
細心	細心である/注意深い	ㄒㄧˋ ㄒㄧㄣ / xì xīn
處境	境遇/立場	ㄔㄨˇ ㄐㄧㄥˋ / chǔ jìng
設計師	デザイナー	ㄕㄜˋ ㄐㄧˋ ㄕ / shè jì shī
通貨膨脹	インフレーション	ㄊㄨㄥ ㄏㄨㄛˋ ㄆㄥˊ ㄓㄤˋ / tōng huò péng zhàng
陶瓷	陶磁器	ㄊㄠˊ ㄘˊ / táo cí
提及	言及する	ㄊㄧˊ ㄐㄧˊ / tí jí
提倡	提唱する	ㄊㄧˊ ㄔㄤˋ / tí chàng
援助	援助する	ㄩㄢˊ ㄓㄨˋ / yuán zhù
發光	発光する	ㄈㄚ ㄍㄨㄤ / fā guāng
發動	発動する/始動する	ㄈㄚ ㄉㄨㄥˋ / fā dòng
等到	〜まで待つ	ㄉㄥˇ ㄉㄠˋ / děng dào
脾氣	怒りっぽい/気性	ㄆㄧˊ ㄑㄧˋ / pí qì
華麗	華麗な/豪華な	ㄏㄨㄚˊ ㄌㄧˋ / huá lì
著作	著作/著書	ㄓㄨˋ ㄗㄨㄛˋ / zhù zuò
開封	開封する/開封(地名)	ㄎㄞ ㄈㄥ / kāi fēng
開學	新学期が始まる	ㄎㄞ ㄒㄩㄝˊ / kāi xué
黃色	黄色	ㄏㄨㄤˊ ㄙㄜˋ / huáng sè
傻瓜	バカ/阿呆	ㄕㄚˇ ㄍㄨㄚ / shǎ guā
奧地利	オーストリア	ㄠˋ ㄉㄧˋ ㄌㄧˋ / ào dì lì
感染者	感染者	ㄍㄢˇ ㄖㄢˇ ㄓㄜˇ / gǎn rǎn zhě
極端	極端な	ㄐㄧˊ ㄉㄨㄢ / jí duān
義賣	チャリティーセール	ㄧˋ ㄇㄞˋ / yì mài
跳舞	踊る	ㄊㄧㄠˋ ㄨˇ / tiào wǔ
電玩	ビデオゲーム	ㄉㄧㄢˋ ㄨㄢˊ / diàn wán
歌曲	歌曲/歌	ㄍㄜ ㄑㄩˇ / gē qǔ
維生素	ビタミン	ㄨㄟˊ ㄕㄥ ㄙㄨˋ / wéi shēng sù
劇烈	激しい	ㄐㄩˋ ㄌㄧㄝˋ / jù liè
熱門	人気がある/話題の	ㄖㄜˋ ㄇㄣˊ / rè mén
調動	異動させる/動員する	ㄉㄧㄠˋ ㄉㄨㄥˋ / diào dòng
震撼	震撼させる/衝撃を与える	ㄓㄣˋ ㄏㄢˋ / zhèn hàn
濃度	濃度	ㄋㄨㄥˊ ㄉㄨˋ / nóng dù
螞蟻	アリ	ㄇㄚˇ ㄧˇ / mǎ yǐ
頻繁	頻繁な	ㄆㄧㄣˊ ㄈㄢˊ / pín fán
默默	黙々と	ㄇㄛˋ ㄇㄛˋ / mò mò
總統府	総統府	ㄗㄨㄥˇ ㄊㄨㄥˇ ㄈㄨˇ / zǒng tǒng fǔ
懲罰	懲罰する/処罰する	ㄔㄥˊ ㄈㄚˊ / chéng fá
關稅	関税	ㄍㄨㄢ ㄕㄨㄟˋ / guān shuì
蘋果	りんご	ㄆㄧㄥˊ ㄍㄨㄛˇ / píng guǒ
歡喜	喜ぶ	ㄏㄨㄢ ㄒㄧˇ / huān xǐ
體力	体力	ㄊㄧˇ ㄌㄧˋ / tǐ lì
一同	一同/一緒に	ㄧ ㄊㄨㄥˊ / yī tóng
人群	群衆/人混み	ㄖㄣˊ ㄑㄩㄣˊ / rén qún
下列	下記の	ㄒㄧㄚˋ ㄌㄧㄝˋ / xià liè
也會	〜もまた	ㄧㄝˇ ㄏㄨㄟˋ / yě huì
士兵	兵士	ㄕˋ ㄅㄧㄥ / shì bīng
大事	一大事/大きな出来事	ㄉㄚˋ ㄕˋ / dà shì
不曾	〜したことがない	ㄅㄨˋ ㄘㄥˊ / bù céng
中油	中油(台湾の石油会社)	ㄓㄨㄥ ㄧㄡˊ / zhōng yóu
中國文學	中国文学	ㄓㄨㄥ ㄍㄨㄛˊ ㄨㄣˊ ㄒㄩㄝˊ / zhōng guó wén xué
中部	中部	ㄓㄨㄥ ㄅㄨˋ / zhōng bù
分離	分離する	ㄈㄣ ㄌㄧˊ / fēn lí
心目中	心の中/目下	ㄒㄧㄣ ㄇㄨˋ ㄓㄨㄥ / xīn mù zhōng
手臂	腕	ㄕㄡˇ ㄅㄧˋ / shǒu bì
文忠公	文忠公	ㄨㄣˊ ㄓㄨㄥ ㄍㄨㄥ / wén zhōng gōng
日期	日付	ㄖˋ ㄑㄧˊ / rì qí
木刻	木彫り/木版	ㄇㄨˋ ㄎㄜˋ / mù kè
欠缺	欠如する/不足する	ㄑㄧㄢˋ ㄑㄩㄝ / qiàn quē
世間	世間	ㄕˋ ㄐㄧㄢ / shì jiān
主委	主任委員	ㄓㄨˇ ㄨㄟˇ / zhǔ wěi
外在	外在的な/外的な	ㄨㄞˋ ㄗㄞˋ / wài zài
巨星	スーパースター	ㄐㄩˋ ㄒㄧㄥ / jù xīng
平面	平面	ㄆㄧㄥˊ ㄇㄧㄢˋ / píng miàn
立體	立体	ㄌㄧˋ ㄊㄧˇ / lì tǐ
光復	光復/領土を回復する	ㄍㄨㄤ ㄈㄨˋ / guāng fù
先後	相次いで/前後して	ㄒㄧㄢ ㄏㄡˋ / xiān hòu
印第安人	インディアン/ネイティブアメリカン	ㄧㄣˋ ㄉㄧˋ ㄢ ㄖㄣˊ / yìn dì ān rén
安慰	慰める	ㄢ ㄨㄟˋ / ān wèi
收益	収益	ㄕㄡ ㄧˋ / shōu yì
早年	若い頃/昔	ㄗㄠˇ ㄋㄧㄢˊ / zǎo nián
老百姓	庶民/一般人	ㄌㄠˇ ㄅㄞˇ ㄒㄧㄥˋ / lǎo bǎi xìng
自認	自認する/自ら認める	ㄗˋ ㄖㄣˋ / zì rèn
佛教	仏教	ㄈㄛˊ ㄐㄧㄠˋ / fó jiào
利息	利息	ㄌㄧˋ ㄒㄧˊ / lì xí
助益	助け/有益	ㄓㄨˋ ㄧˋ / zhù yì
局部	局部/一部	ㄐㄩˊ ㄅㄨˋ / jú bù
改款	モデルチェンジ	ㄍㄞˇ ㄎㄨㄢˇ / gǎi kuǎn
改編	改編する/翻案する	ㄍㄞˇ ㄅㄧㄢ / gǎi biān
更新	更新する	ㄍㄥ ㄒㄧㄣ / gēng xīn
決賽	決勝戦	ㄐㄩㄝˊ ㄙㄞˋ / jué sài
車廂	車両/客車	ㄔㄜ ㄒㄧㄤ / chē xiāng
佳作	佳作	ㄐㄧㄚ ㄗㄨㄛˋ / jiā zuò
夜空	夜空	ㄧㄝˋ ㄎㄨㄥ / yè kōng
