只	ただ~だけ	ㄓˇ / zhǐ
此	これ	ㄘˇ / cǐ
代	代わる	ㄉㄞˋ / dài
和	~と	ㄏㄢˋ / hàn
活	生きる	ㄏㄨㄛˊ / huó
媽	母	ㄇㄚ / mā
親	親しい	ㄑㄧㄣ / qīn
化	変化する	ㄏㄨㄚˋ / huà
加	加える	ㄐㄧㄚ / jiā
影	影	ㄧㄥˇ / yǐng
什	何	ㄕㄣˊ / shén
身	身	ㄕㄣ / shēn
己	己	ㄐㄧˇ / jǐ
灣	湾	ㄨㄢ / wān
機	機械	ㄐㄧ / jī
部	部分	ㄅㄨˋ / bù
常	常に	ㄔㄤˊ / cháng
見	見る	ㄐㄧㄢˋ / jiàn
其	その	ㄑㄧˊ / qí
正	正しい	ㄓㄥˋ / zhèng
世	世界	ㄕˋ / shì
北	北	ㄅㄟˇ / běi
女	女	ㄋㄩˇ / nǚ
花	花	ㄏㄨㄚ / huā
合	合わせる	ㄏㄜˊ / hé
場	場所	ㄔㄤˇ / chǎng
海	海	ㄏㄞˇ / hǎi
者	~する者	ㄓㄜˇ / zhě
表	表す	ㄅㄧㄠˇ / biǎo
問	問う	ㄨㄣˋ / wèn
立	立つ	ㄌㄧˋ / lì
西	西	ㄒㄧ / xī
還	まだ	ㄏㄞˊ / hái
最	最も	ㄗㄨㄟˋ / zuì
感	感じる	ㄍㄢˇ / gǎn
告	告げる	ㄍㄠˋ / gào
度	度合い	ㄉㄨˋ / dù
光	光	ㄍㄨㄤ / guāng
點	点	ㄉㄧㄢˇ / diǎn
色	色	ㄙㄜˋ / sè
種	種類	ㄓㄨㄥˇ / zhǒng
少	少ない	ㄕㄠˇ / shǎo
風	風	ㄈㄥ / fēng
資	資源	ㄗ / zī
她	彼女	ㄊㄚ / tā
期	期間	ㄑㄧˊ / qí
利	利益	ㄌㄧˋ / lì
保	保つ	ㄅㄠˇ / bǎo
友	友	ㄧㄡˇ / yǒu
樂	楽しい	ㄌㄜˋ / lè
關	関わる	ㄍㄨㄢ / guān
品	品物	ㄆㄧㄣˇ / pǐn
書	本	ㄕㄨ / shū
金	金	ㄐㄧㄣ / jīn
師	師	ㄕ / shī
產	産業	ㄔㄢˇ / chǎn
但	但し	ㄉㄢˋ / dàn
觀	観る	ㄍㄨㄢ / guān
平	平らな	ㄆㄧㄥˊ / píng
太	太い	ㄊㄞˋ / tài
名	名	ㄇㄧㄥˊ / míng
空	空	ㄎㄨㄥ / kōng
變	変わる	ㄅㄧㄢˋ / biàn
安	安全な	ㄢ / ān
聲	声	ㄕㄥ / shēng
路	道	ㄌㄨˋ / lù
從	~から	ㄘㄨㄥˊ / cóng
爸	父	ㄅㄚˋ / bà
口	口	ㄎㄡˇ / kǒu
很	とても	ㄏㄣˇ / hěn
真	本当に	ㄓㄣ / zhēn
許	許す	ㄒㄩˇ / xǔ
些	少しの	ㄒㄧㄝ / xiē
又	また	ㄧㄡˋ / yòu
母	母	ㄇㄨˇ / mǔ
門	門	ㄇㄣˊ / mén
孩	子供	ㄏㄞˊ / hái
展	展開する	ㄓㄢˇ / zhǎn
像	似ている	ㄒㄧㄤˋ / xiàng
目	目	ㄇㄨˋ / mù
信	信じる	ㄒㄧㄣˋ / xìn
今	今	ㄐㄧㄣ / jīn
應	べきである	ㄧㄥ / yīng
特	特別の	ㄊㄜˋ / tè
十	十	ㄕˊ / shí
東	東	ㄉㄨㄥ / dōng
入	入る	ㄖㄨˋ / rù
話	話	ㄏㄨㄚˋ / huà
原	元の	ㄩㄢˊ / yuán
內	内	ㄋㄟˋ / nèi
把	~を	ㄅㄚˇ / bǎ
病	病気	ㄅㄧㄥˋ / bìng
白	白い	ㄅㄞˊ / bái
星	星	ㄒㄧㄥ / xīng
員	員	ㄩㄢˊ / yuán
提	提出する	ㄊㄧˊ / tí
總	総じて	ㄗㄨㄥˇ / zǒng
愛	愛する	ㄞˋ / ài
畫	絵	ㄏㄨㄚˋ / huà
走	歩く	ㄗㄡˇ / zǒu
片	切れ端	ㄆㄧㄢˋ / piàn
眼	眼	ㄧㄢˇ / yǎn
比	比べる	ㄅㄧˇ / bǐ
統	統べる	ㄊㄨㄥˇ / tǒng
由	~から	ㄧㄡˊ / yóu
界	世界	ㄐㄧㄝˋ / jiè
受	受ける	ㄕㄡˋ / shòu
使	使う	ㄕˇ / shǐ
朋	友	ㄆㄥˊ / péng
通	通じる	ㄊㄨㄥ / tōng
球	球	ㄑㄧㄡˊ / qiú
別	別の	ㄅㄧㄝˊ / bié
已	既に	ㄧˇ / yǐ
覺	感じる	ㄐㄩㄝˊ / jué
廣	広い	ㄍㄨㄤˇ / guǎng
計	計画	ㄐㄧˋ / jì
結	結ぶ	ㄐㄧㄝˊ / jié
接	接する	ㄐㄧㄝ / jiē
選	選ぶ	ㄒㄩㄢˇ / xuǎn
打	打つ	ㄉㄚˇ / dǎ
先	先に	ㄒㄧㄢ / xiān
才	やっと	ㄘㄞˊ / cái
認	認める	ㄖㄣˋ / rèn
候	時候	ㄏㄡˋ / hòu
望	望む	ㄨㄤˋ / wàng
神	神	ㄕㄣˊ / shén
何	何	ㄏㄜˊ / hé
處	所	ㄔㄨˋ / chù
放	放つ	ㄈㄤˋ / fàng
做	する	ㄗㄨㄛˋ / zuò
題	題	ㄊㄧˊ / tí
向	向く	ㄒㄧㄤˋ / xiàng
位	方	ㄨㄟˋ / wèi
收	受け取る	ㄕㄡ / shōu
運	運ぶ	ㄩㄣˋ / yùn
三	三	ㄙㄢ / sān
建	建てる	ㄐㄧㄢˋ / jiàn
數	数	ㄕㄨˋ / shù
解	理解する	ㄐㄧㄝˇ / jiě
流	流れる	ㄌㄧㄡˊ / liú
形	形	ㄒㄧㄥˊ / xíng
量	量	ㄌㄧㄤˋ / liàng
再	再び	ㄗㄞˋ / zài
兩	二つ	ㄌㄧㄤˇ / liǎng
清	清い	ㄑㄧㄥ / qīng
馬	馬	ㄇㄚˇ / mǎ
童	児童	ㄊㄨㄥˊ / tóng
式	方式	ㄕˋ / shì
直	真っ直ぐ	ㄓˊ / zhí
傳	伝わる	ㄔㄨㄢˊ / chuán
難	難しい	ㄋㄢˊ / nán
管	管理する	ㄍㄨㄢˇ / guǎn
院	院	ㄩㄢˋ / yuàn
快	速い	ㄎㄨㄞˋ / kuài
造	造る	ㄗㄠˋ / zào
記	記憶する	ㄐㄧˋ / jì
必	必ず	ㄅㄧˋ / bì
視	視る	ㄕˋ / shì
設	設ける	ㄕㄜˋ / shè
次	次	ㄘˋ / cì
引	引く	ㄧㄣˇ / yǐn
音	音	ㄧㄣ / yīn
報	報じる	ㄅㄠˋ / bào
滿	満ちる	ㄇㄢˇ / mǎn
術	技術	ㄕㄨˋ / shù
命	命	ㄇㄧㄥˋ / mìng
社	社会	ㄕㄜˋ / shè
月	月	ㄩㄝˋ / yuè
演	演じる	ㄧㄢˇ / yǎn
交	交わる	ㄐㄧㄠ / jiāo
司	司る	ㄙ / sī
住	住む	ㄓㄨˋ / zhù
育	育てる	ㄩˋ / yù
聽	聴く	ㄊㄧㄥ / tīng
商	商う	ㄕㄤ / shāng
反	反対する	ㄈㄢˇ / fǎn
幾	幾つ	ㄐㄧˇ / jǐ
邊	辺	ㄅㄧㄢ / biān
父	父	ㄈㄨˋ / fù
至	至る	ㄓˋ / zhì
舉	挙げる	ㄐㄩˇ / jǔ
醫	医	ㄧ / yī
系	学部	ㄒㄧˋ / xì
治	治める	ㄓˋ / zhì
給	与える	ㄍㄟˇ / gěi
任	任せる	ㄖㄣˋ / rèn
轉	転じる	ㄓㄨㄢˇ / zhuǎn
導	導く	ㄉㄠˇ / dǎo
辦	処理する	ㄅㄢˋ / bàn
喜	喜ぶ	ㄒㄧˇ / xǐ
園	園	ㄩㄢˊ / yuán
土	土	ㄊㄨˇ / tǔ
遠	遠い	ㄩㄢˇ / yuǎn
價	価	ㄐㄧㄚˋ / jià
科	科	ㄎㄜ / kē
怎	どのように	ㄗㄣˇ / zěn
四	四	ㄙˋ / sì
非	非ず	ㄈㄟ / fēi
區	区	ㄑㄩ / qū
歡	喜ぶ	ㄏㄨㄢ / huān
完	完了する	ㄨㄢˊ / wán
往	向かう	ㄨㄤˇ / wǎng
二	二	ㄦˋ / èr
南	南	ㄋㄢˊ / nán
容	容れる	ㄖㄨㄥˊ / róng
服	服	ㄈㄨˊ / fú
近	近い	ㄐㄧㄣˋ / jìn
調	調べる	ㄉㄧㄠˋ / diào
字	字	ㄗˋ / zì
指	指す	ㄓˇ / zhǐ
象	象	ㄒㄧㄤˋ / xiàng
校	学校	ㄒㄧㄠˋ / xiào
林	林	ㄌㄧㄣˊ / lín
未	未だ	ㄨㄟˋ / wèi
程	程度	ㄔㄥˊ / chéng
改	改める	ㄍㄞˇ / gǎi
求	求める	ㄑㄧㄡˊ / qiú
始	始める	ㄕˇ / shǐ
帶	携帯する	ㄉㄞˋ / dài
失	失う	ㄕ / shī
制	制度	ㄓˋ / zhì
精	詳しい	ㄐㄧㄥ / jīng
務	務める	ㄨˋ / wù
更	更に	ㄍㄥˋ / gèng
每	毎	ㄇㄟˇ / měi
紅	赤い	ㄏㄨㄥˊ / hóng
陸	陸	ㄌㄨˋ / lù
笑	笑う	ㄒㄧㄠˋ / xiào
輕	軽い	ㄑㄧㄥ / qīng
吃	食べる	ㄔ / chī
節	節	ㄐㄧㄝˊ / jié
強	強い	ㄑㄧㄤˊ / qiáng
單	単なる	ㄉㄢ / dān
石	石	ㄕˊ / shí
古	古い	ㄍㄨˇ / gǔ
深	深い	ㄕㄣ / shēn
房	部屋	ㄈㄤˊ / fáng
整	整える	ㄓㄥˇ / zhěng
專	専ら	ㄓㄨㄢ / zhuān
論	論じる	ㄌㄨㄣˋ / lùn
等	待つ	ㄉㄥˇ / děng
投	投げる	ㄊㄡˊ / tóu
考	考える	ㄎㄠˇ / kǎo
斯	斯く	ㄙ / sī
陽	陽	ㄧㄤˊ / yáng
功	功績	ㄍㄨㄥ / gōng
遊	遊ぶ	ㄧㄡˊ / yóu
推	推す	ㄊㄨㄟ / tuī
語	言語	ㄩˇ / yǔ
念	読む	ㄋㄧㄢˋ / niàn
英	英	ㄧㄥ / yīng
研	研究する	ㄧㄢˊ / yán
樹	樹	ㄕㄨˋ / shù
張	張る	ㄓㄤ / zhāng
創	創る	ㄔㄨㄤˋ / chuàng
環	環	ㄏㄨㄢˊ / huán
型	型	ㄒㄧㄥˊ / xíng
便	すなわち	ㄅㄧㄢˋ / biàn
興	興味	ㄒㄧㄥˋ / xìng
速	速い	ㄙㄨˋ / sù
義	義	ㄧˋ / yì
落	落ちる	ㄌㄨㄛˋ / luò
達	達する	ㄉㄚˊ / dá
戰	戦う	ㄓㄢˋ / zhàn
質	質	ㄓˊ / zhí
示	示す	ㄕˋ / shì
思	思う	ㄙ / sī
濟	済む	ㄐㄧˋ / jì
營	営む	ㄧㄥˊ / yíng
讀	読む	ㄉㄨˊ / dú
縣	県	ㄒㄧㄢˋ / xiàn
費	費やす	ㄈㄟˋ / fèi
客	客	ㄎㄜˋ / kè
賽	試合	ㄙㄞˋ / sài
持	持つ	ㄔˊ / chí
華	中華	ㄏㄨㄚˊ / huá
火	火	ㄏㄨㄛˇ / huǒ
青	青い	ㄑㄧㄥ / qīng
線	線	ㄒㄧㄢˋ / xiàn
格	格	ㄍㄜˊ / gé
河	河	ㄏㄜˊ / hé
熱	熱い	ㄖㄜˋ / rè
識	識る	ㄕˋ / shì
共	共に	ㄍㄨㄥˋ / gòng
故	故に	ㄍㄨˋ / gù
離	離れる	ㄌㄧˊ / lí
決	決める	ㄐㄩㄝˊ / jué
王	王	ㄨㄤˊ / wáng
呢	~ね	ㄋㄜ˙ / ne
腦	脳	ㄋㄠˇ / nǎo
連	連なる	ㄌㄧㄢˊ / lián
團	団	ㄊㄨㄢˊ / tuán
步	歩む	ㄅㄨˋ / bù
卻	却って	ㄑㄩㄝˋ / què
取	取る	ㄑㄩˇ / qǔ
布	布	ㄅㄨˋ / bù
消	消す	ㄒㄧㄠ / xiāo
男	男	ㄋㄢˊ / nán
黃	黄色い	ㄏㄨㄤˊ / huáng
言	言葉	ㄧㄢˊ / yán
類	類	ㄌㄟˋ / lèi
死	死ぬ	ㄙˇ / sǐ
包	包む	ㄅㄠ / bāo
亞	亜	ㄧㄚˋ / yà
際	際	ㄐㄧˋ / jì
士	士	ㄕˋ / shì
眾	多くの	ㄓㄨㄥˋ / zhòng
黨	党	ㄉㄤˇ / dǎng
照	照らす	ㄓㄠˋ / zhào
且	かつ	ㄑㄧㄝˇ / qiě
早	早い	ㄗㄠˇ / zǎo
飛	飛ぶ	ㄈㄟ / fēi
及	及ぶ	ㄐㄧˊ / jí
參	参加する	ㄘㄢ / cān
究	究める	ㄐㄧㄡˋ / jiù
寫	書く	ㄒㄧㄝˇ / xiě
易	易しい	ㄧˋ / yì
備	備える	ㄅㄟˋ / bèi
基	基	ㄐㄧ / jī
景	景色	ㄐㄧㄥˇ / jǐng
算	計算する	ㄙㄨㄢˋ / suàn
半	半分	ㄅㄢˋ / bàn
各	各々	ㄍㄜˋ / gè
角	角	ㄐㄧㄠˇ / jiǎo
件	件	ㄐㄧㄢˋ / jiàn
府	府	ㄈㄨˇ / fǔ
雖	雖も	ㄙㄨㄟ / suī
夫	夫	ㄈㄨ / fū
響	響く	ㄒㄧㄤˇ / xiǎng
爭	争う	ㄓㄥ / zhēng
細	細い	ㄒㄧˋ / xì
或	或いは	ㄏㄨㄛˋ / huò
軍	軍	ㄐㄩㄣ / jūn
叫	叫ぶ	ㄐㄧㄠˋ / jiào
足	足りる	ㄗㄨˊ / zú
議	議する	ㄧˋ / yì
苦	苦しい	ㄎㄨˇ / kǔ
食	食べ物	ㄕˊ / shí
第	第	ㄉㄧˋ / dì
香	香ばしい	ㄒㄧㄤ / xiāng
德	徳	ㄉㄜˊ / dé
技	技	ㄐㄧˋ / jì
元	元	ㄩㄢˊ / yuán
史	史	ㄕˇ / shǐ
城	都市	ㄔㄥˊ / chéng
紀	紀	ㄐㄧˋ / jì
它	それ	ㄊㄚ / tā
條	細長いものの量詞	ㄊㄧㄠˊ / tiáo
境	境	ㄐㄧㄥˋ / jìng
排	並べる	ㄆㄞˊ / pái
與	~と	ㄩˇ / yǔ
藝	芸	ㄧˋ / yì
標	標	ㄅㄧㄠ / biāo
該	すべきである	ㄍㄞ / gāi
斷	断つ	ㄉㄨㄢˋ / duàn
集	集める	ㄐㄧˊ / jí
器	器	ㄑㄧˋ / qì
養	養う	ㄧㄤˇ / yǎng
企	企てる	ㄑㄧˋ / qì
態	態	ㄊㄞˋ / tài
切	切る	ㄑㄧㄝˋ / qiè
助	助ける	ㄓㄨˋ / zhù
夜	夜	ㄧㄝˋ / yè
準	準じる	ㄓㄨㄣˇ / zhǔn
雨	雨	ㄩˇ / yǔ
根	根	ㄍㄣ / gēn
聯	連なる	ㄌㄧㄢˊ / lián
終	終わる	ㄓㄨㄥ / zhōng
除	除く	ㄔㄨˊ / chú
權	権力	ㄑㄩㄢˊ / quán
乎	~か	ㄏㄨ / hū
