果汁	フルーツジュース	ㄍㄨㄛˇ ㄓ / guǒ zhī
河川	河川	ㄏㄜˊ ㄔㄨㄢ / hé chuān
花費	費用、費やす	ㄏㄨㄚ ㄈㄟˋ / huā fèi
門診	外来診察	ㄇㄣˊ ㄓㄣˇ / mén zhěn
亮相	姿を現す、お目見えする	ㄌㄧㄤˋ ㄒㄧㄤˋ / liàng xiàng
保單	保険証券	ㄅㄠˇ ㄉㄢ / bǎo dān
契約	契約	ㄑㄧˋ ㄩㄝ / qì yuē
待遇	待遇	ㄉㄞˋ ㄩˋ / dài yù
指責	指摘して責める、非難する	ㄓˇ ㄗㄜˊ / zhǐ zé
指揮	指揮する	ㄓˇ ㄏㄨㄟ / zhǐ huī
星雲	星雲	ㄒㄧㄥ ㄩㄣˊ / xīng yún
美金	アメリカドル	ㄇㄟˇ ㄐㄧㄣ / měi jīn
美感	美的感覚	ㄇㄟˇ ㄍㄢˇ / měi gǎn
耶誕	クリスマス	ㄧㄝ ㄉㄢˋ / yē dàn
首都	首都	ㄕㄡˇ ㄉㄨ / shǒu dū
家中	家の中、家族	ㄐㄧㄚ ㄓㄨㄥ / jiā zhōng
宮廷	宮廷	ㄍㄨㄥ ㄊㄧㄥˊ / gōng tíng
座位	座席	ㄗㄨㄛˋ ㄨㄟˋ / zuò wèi
氣息	息づかい、雰囲気	ㄑㄧˋ ㄒㄧˊ / qì xí
海基會	海峡交流基金会（海基会）	ㄏㄞˇ ㄐㄧ ㄏㄨㄟˋ / hǎi jī huì
神話	神話	ㄕㄣˊ ㄏㄨㄚˋ / shén huà
紐西蘭	ニュージーランド	ㄋㄧㄡˇ ㄒㄧ ㄌㄢˊ / niǔ xī lán
耕耘	耕す	ㄍㄥ ㄩㄣˊ / gēng yún
鬥爭	闘争、争う	ㄉㄡˋ ㄓㄥ / dòu zhēng
假設	仮説、仮定する	ㄐㄧㄚˇ ㄕㄜˋ / jiǎ shè
健全	健全な	ㄐㄧㄢˋ ㄑㄩㄢˊ / jiàn quán
基層	末端、下層	ㄐㄧ ㄘㄥˊ / jī céng
異性	異性	ㄧˋ ㄒㄧㄥˋ / yì xìng
票選	投票で選ぶ	ㄆㄧㄠˋ ㄒㄩㄢˇ / piào xuǎn
喜劇	喜劇、コメディ	ㄒㄧˇ ㄐㄩˋ / xǐ jù
單元	単元、ユニット	ㄉㄢ ㄩㄢˊ / dān yuán
圍棋	囲碁	ㄨㄟˊ ㄑㄧˊ / wéi qí
就讀	在学する、通学する	ㄐㄧㄡˋ ㄉㄨˊ / jiù dú
掌聲	拍手	ㄓㄤˇ ㄕㄥ / zhǎng shēng
普及	普及する	ㄆㄨˇ ㄐㄧˊ / pǔ jí
無明	無明、怒り	ㄨˊ ㄇㄧㄥˊ / wú míng
稅率	税率	ㄕㄨㄟˋ ㄌㄩˋ / shuì lǜ
答應	承諾する、答える	ㄉㄚ ㄧㄥˋ / dā yìng
鄉土	郷土	ㄒㄧㄤ ㄊㄨˇ / xiāng tǔ
鄉村	農村、田舎	ㄒㄧㄤ ㄘㄨㄣ / xiāng cūn
傳遞	伝達する、手渡す	ㄔㄨㄢˊ ㄉㄧˋ / chuán dì
溫柔	優しい	ㄨㄣ ㄖㄡˊ / wēn róu
試驗	試験、テスト	ㄕˋ ㄧㄢˋ / shì yàn
詢問	尋ねる、問い合わせる	ㄒㄩㄣˊ ㄨㄣˋ / xún wèn
農場	農場	ㄋㄨㄥˊ ㄔㄤˇ / nóng chǎng
電力	電力	ㄉㄧㄢˋ ㄌㄧˋ / diàn lì
電臺	ラジオ局、放送局	ㄉㄧㄢˋ ㄊㄞˊ / diàn tái
價錢	値段	ㄐㄧㄚˋ ㄑㄧㄢˊ / jià qián
劇團	劇団	ㄐㄩˋ ㄊㄨㄢˊ / jù tuán
寬鬆	ゆとりがある、緩い	ㄎㄨㄢ ㄙㄨㄥ / kuān sōng
慶典	祝典、祭典	ㄑㄧㄥˋ ㄉㄧㄢˇ / qìng diǎn
熱心	熱心な	ㄖㄜˋ ㄒㄧㄣ / rè xīn
獎勵	奨励する	ㄐㄧㄤˇ ㄌㄧˋ / jiǎng lì
儘量	できるだけ	ㄐㄧㄣˇ ㄌㄧㄤˋ / jǐn liàng
器材	機材、器材	ㄑㄧˋ ㄘㄞˊ / qì cái
歷經	経る、経験する	ㄌㄧˋ ㄐㄧㄥ / lì jīng
輸血	輸血する	ㄕㄨ ㄒㄧㄝˇ / shū xiě
隨即	直ちに、すぐに	ㄙㄨㄟˊ ㄐㄧˊ / suí jí
聯絡	連絡する	ㄌㄧㄢˊ ㄌㄨㄛˋ / lián luò
還要	さらに～も必要とする、まだ～したい	ㄏㄞˊ ㄧㄠˋ / hái yào
點頭	頷く	ㄉㄧㄢˇ ㄊㄡˊ / diǎn tóu
藉由	～を通して、～によって	ㄐㄧㄝˋ ㄧㄡˊ / jiè yóu
雙手	両手	ㄕㄨㄤ ㄕㄡˇ / shuāng shǒu
蘭嶼	蘭嶼（ランユー島）	ㄌㄢˊ ㄩˇ / lán yǔ
驚訝	驚く、びっくりする	ㄐㄧㄥ ㄧㄚˋ / jīng yà
一下子	ちょっとの間、一気に	ㄧˊ ㄒㄧㄚˋ ˙ㄗ / yí xià zi
一路	ずっと、道中	ㄧˊ ㄌㄨˋ / yí lù
上漲	上昇する、値上がりする	ㄕㄤˋ ㄓㄤˇ / shàng zhǎng
大多	大部分、ほとんど	ㄉㄚˋ ㄉㄨㄛ / dà duō
大部份	大部分	ㄉㄚˋ ㄅㄨˋ ㄈㄣˋ / dà bù fèn
不時	随時、時々	ㄅㄨˋ ㄕˊ / bù shí
中午	昼頃、正午	ㄓㄨㄥ ㄨˇ / zhōng wǔ
內涵	内包、意味合い	ㄋㄟˋ ㄏㄢˊ / nèi hán
公益	公益	ㄍㄨㄥ ㄧˋ / gōng yì
天使	天使	ㄊㄧㄢ ㄕˇ / tiān shǐ
幻想	幻想、空想する	ㄏㄨㄢˋ ㄒㄧㄤˇ / huàn xiǎng
戶外	屋外	ㄏㄨˋ ㄨㄞˋ / hù wài
比率	比率	ㄅㄧˇ ㄌㄩˋ / bǐ lǜ
出土	出土する	ㄔㄨ ㄊㄨˇ / chū tǔ
出走	家出する、立ち去る	ㄔㄨ ㄗㄡˇ / chū zǒu
加工	加工する	ㄐㄧㄚ ㄍㄨㄥ / jiā gōng
功課	宿題、学業	ㄍㄨㄥ ㄎㄜˋ / gōng kè
失業	失業する	ㄕ ㄧㄝˋ / shī yè
本地	地元、当地	ㄅㄣˇ ㄉㄧˋ / běn dì
未必	必ずしも～とは限らない	ㄨㄟˋ ㄅㄧˋ / wèi bì
印尼	インドネシア	ㄧㄣˋ ㄋㄧˊ / yìn ní
存活	生存する、生き残る	ㄘㄨㄣˊ ㄏㄨㄛˊ / cún huó
投稿	投稿する	ㄊㄡˊ ㄍㄠˇ / tóu gǎo
走私	密輸する	ㄗㄡˇ ㄙ / zǒu sī
享有	享有する、享受する	ㄒㄧㄤˇ ㄧㄡˇ / xiǎng yǒu
居然	意外にも、なんと	ㄐㄩ ㄖㄢˊ / jū rán
放款	貸し付ける、融資	ㄈㄤˋ ㄎㄨㄢˇ / fàng kuǎn
注目	注目する	ㄓㄨˋ ㄇㄨˋ / zhù mù
法規	法規、法律規則	ㄈㄚˇ ㄍㄨㄟ / fǎ guī
油門	アクセル	ㄧㄡˊ ㄇㄣˊ / yóu mén
沿海	沿海、海岸沿い	ㄧㄢˊ ㄏㄞˇ / yán hǎi
金屬	金属	ㄐㄧㄣ ㄕㄨˇ / jīn shǔ
封建	封建的な	ㄈㄥ ㄐㄧㄢˋ / fēng jiàn
施工	施工する	ㄕ ㄍㄨㄥ / shī gōng
疫苗	ワクチン	ㄧˋ ㄇㄧㄠˊ / yì miáo
相處	一緒に過ごす、付き合う	ㄒㄧㄤ ㄔㄨˇ / xiāng chǔ
美洲	アメリカ大陸	ㄇㄟˇ ㄓㄡ / měi zhōu
個別	個別、個々の	ㄍㄜˋ ㄅㄧㄝˊ / gè bié
消極	消極的な	ㄒㄧㄠ ㄐㄧˊ / xiāo jí
真理	真理	ㄓㄣ ㄌㄧˇ / zhēn lǐ
