實習醫師	インターン/研修医	ㄕˊ ㄒㄧˊ ㄧ ㄕ / shí xí yī shī
瘧蚊	ハマダラカ	ㄋㄩㄝˋ ㄨㄣˊ / nüè wén
精力	精力/活力	ㄐㄧㄥ ㄌㄧˋ / jīng lì
精靈	妖精/精霊	ㄐㄧㄥ ㄌㄧㄥˊ / jīng líng
維修	維持修理/メンテナンス	ㄨㄟˊ ㄒㄧㄡ / wéi xiū
臺中縣	台中県	ㄊㄞˊ ㄓㄨㄥ ㄒㄧㄢˋ / tái zhōng xiàn
臺語	台湾語	ㄊㄞˊ ㄩˇ / tái yǔ
遙遠	遥か遠い	ㄧㄠˊ ㄩㄢˇ / yáo yuǎn
寫生	写生する/スケッチする	ㄒㄧㄝˇ ㄕㄥ / xiě shēng
廣州	広州	ㄍㄨㄤˇ ㄓㄡ / guǎng zhōu
憂心	心配する/憂慮する	ㄧㄡ ㄒㄧㄣ / yōu xīn
暴露	暴露する/さらす	ㄅㄠˋ ㄌㄨˋ / bào lù
模範	模範	ㄇㄛˊ ㄈㄢˋ / mó fàn
緩慢	緩慢な/遅い	ㄏㄨㄢˇ ㄇㄢˋ / huǎn màn
調高	引き上げる	ㄉㄧㄠˋ ㄍㄠ / diào gāo
魄力	気力/迫力/決断力	ㄆㄛˋ ㄌㄧˋ / pò lì
墾丁	墾丁(ケンティン)	ㄎㄣˇ ㄉㄧㄥ / kěn dīng
擅長	得意とする	ㄕㄢˋ ㄔㄤˊ / shàn cháng
樹林	樹林	ㄕㄨˋ ㄌㄧㄣˊ / shù lín
優美	優美な	ㄧㄡ ㄇㄟˇ / yōu měi
優雅	優雅な	ㄧㄡ ㄧㄚˇ / yōu yǎ
壓抑	抑圧する/抑える	ㄧㄚ ㄧˋ / yā yì
總額	総額	ㄗㄨㄥˇ ㄜˊ / zǒng é
薪資	給与/賃金	ㄒㄧㄣ ㄗ / xīn zī
蟑螂	ゴキブリ	ㄓㄤ ㄌㄤˊ / zhāng láng
擴散	拡散する	ㄎㄨㄛˋ ㄙㄢˋ / kuò sàn
禮拜	礼拝/曜日/週	ㄌㄧˇ ㄅㄞˋ / lǐ bài
覆蓋	覆う/カバーする	ㄈㄨˋ ㄍㄞˋ / fù gài
題目	題目/テーマ/問題	ㄊㄧˊ ㄇㄨˋ / tí mù
關愛	愛情を注ぐ/気にかける	ㄍㄨㄢ ㄞˋ / guān ài
繽紛	色とりどりの	ㄅㄧㄣ ㄈㄣ / bīn fēn
體認	認識する/体得する	ㄊㄧˇ ㄖㄣˋ / tǐ rèn
靈感	インスピレーション/ひらめき	ㄌㄧㄥˊ ㄍㄢˇ / líng gǎn
口中	口の中	ㄎㄡˇ ㄓㄨㄥ / kǒu zhōng
口袋	ポケット	ㄎㄡˇ ㄉㄞˋ / kǒu dài
大象	ゾウ	ㄉㄚˋ ㄒㄧㄤˋ / dà xiàng
大戰	大戦	ㄉㄚˋ ㄓㄢˋ / dà zhàn
大膽	大胆な	ㄉㄚˋ ㄉㄢˇ / dà dǎn
小狗	子犬/犬	ㄒㄧㄠˇ ㄍㄡˇ / xiǎo gǒu
干擾	干渉する/妨害する	ㄍㄢ ㄖㄠˇ / gān rǎo
丹麥	デンマーク	ㄉㄢ ㄇㄞˋ / dān mài
什麼樣	どのような	ㄕㄣˊ ㄇㄜ˙ ㄧㄤˋ / shén me yàng
內銷	国内販売	ㄋㄟˋ ㄒㄧㄠ / nèi xiāo
水中	水中	ㄕㄨㄟˇ ㄓㄨㄥ / shuǐ zhōng
牙刷	歯ブラシ	ㄧㄚˊ ㄕㄨㄚ / yá shuā
牛奶	牛乳	ㄋㄧㄡˊ ㄋㄞˇ / niú nǎi
主演	主演する	ㄓㄨˇ ㄧㄢˇ / zhǔ yǎn
平日	平日/普段	ㄆㄧㄥˊ ㄖˋ / píng rì
平坦	平坦な	ㄆㄧㄥˊ ㄊㄢˇ / píng tǎn
永恆	永遠の	ㄩㄥˇ ㄏㄥˊ / yǒng héng
光芒	光芒/光の筋	ㄍㄨㄤ ㄇㄤˊ / guāng máng
先鋒	先鋒/パイオニア	ㄒㄧㄢ ㄈㄥ / xiān fēng
危害	危害を加える	ㄨㄟˊ ㄏㄞˋ / wéi hài
同步	同期する	ㄊㄨㄥˊ ㄅㄨˋ / tóng bù
回歸	回帰する	ㄏㄨㄟˊ ㄍㄨㄟ / huí guī
好評	好評	ㄏㄠˇ ㄆㄧㄥˊ / hǎo píng
年級	学年	ㄋㄧㄢˊ ㄐㄧˊ / nián jí
收拾	片付ける/まとめる	ㄕㄡ ㄕˊ / shōu shí
有名	有名な	ㄧㄡˇ ㄇㄧㄥˊ / yǒu míng
舌頭	舌	ㄕㄜˊ ㄊㄡ˙ / shé tou
血管	血管	ㄒㄧㄝˇ ㄍㄨㄢˇ / xiě guǎn
位子	席/座席	ㄨㄟˋ ㄗ˙ / wèi zi
伸展	伸ばす/ストレッチする	ㄕㄣ ㄓㄢˇ / shēn zhǎn
低迷	低迷する	ㄉㄧ ㄇㄧˊ / dī mí
否定	否定する	ㄈㄡˇ ㄉㄧㄥˋ / fǒu dìng
扭轉	覆す/好転させる	ㄋㄧㄡˇ ㄓㄨㄢˇ / niǔ zhuǎn
批判	批判する	ㄆㄧ ㄆㄢˋ / pī pàn
供給	供給する	ㄍㄨㄥ ㄐㄧˇ / gōng jǐ
協商	協議する/話し合う	ㄒㄧㄝˊ ㄕㄤ / xié shāng
受託人	受託者	ㄕㄡˋ ㄊㄨㄛ ㄖㄣˊ / shòu tuō rén
官僚	官僚	ㄍㄨㄢ ㄌㄧㄠˊ / guān liáo
往後	今後/これから	ㄨㄤˇ ㄏㄡˋ / wǎng hòu
注入	注入する/注ぐ	ㄓㄨˋ ㄖㄨˋ / zhù rù
直線	直線	ㄓˊ ㄒㄧㄢˋ / zhí xiàn
空前	空前の	ㄎㄨㄥ ㄑㄧㄢˊ / kōng qián
空軍	空軍	ㄎㄨㄥ ㄐㄩㄣ / kōng jūn
非法	非法/違法	ㄈㄟ ㄈㄚˇ / fēi fǎ
保養	手入れする/スキンケアする	ㄅㄠˇ ㄧㄤˇ / bǎo yǎng
春聯	春聯(春節の貼り紙)	ㄔㄨㄣ ㄌㄧㄢˊ / chūn lián
是非	是非/トラブル	ㄕˋ ㄈㄟ / shì fēi
為止	〜まで	ㄨㄟˊ ㄓˇ / wéi zhǐ
重要性	重要性	ㄓㄨㄥˋ ㄧㄠˋ ㄒㄧㄥˋ / zhòng yào xìng
剛好	ちょうど/ぴったり	ㄍㄤ ㄏㄠˇ / gāng hǎo
振動	振動する	ㄓㄣˋ ㄉㄨㄥˋ / zhèn dòng
捐獻	寄付する	ㄐㄩㄢ ㄒㄧㄢˋ / juān xiàn
旅程	旅程/道のり	ㄌㄩˇ ㄔㄥˊ / lǚ chéng
書籍	書籍	ㄕㄨ ㄐㄧˊ / shū jí
氣質	気質/品がある	ㄑㄧˋ ㄓˊ / qì zhí
海域	海域	ㄏㄞˇ ㄩˋ / hǎi yù
能否	〜できるかどうか	ㄋㄥˊ ㄈㄡˇ / néng fǒu
起伏	起伏	ㄑㄧˇ ㄈㄨˊ / qǐ fú
高爾夫球場	ゴルフ場	ㄍㄠ ㄦˇ ㄈㄨ ㄑㄧㄡˊ ㄔㄤˇ / gāo ěr fū qiú chǎng
培訓	研修する/育成する	ㄆㄟˊ ㄒㄩㄣˋ / péi xùn
婆婆	姑/おばあさん	ㄆㄛˊ ㄆㄛ˙ / pó po
專線	直通電話/専用線	ㄓㄨㄢ ㄒㄧㄢˋ / zhuān xiàn
得主	受賞者/獲得者	ㄉㄜˊ ㄓㄨˇ / dé zhǔ
接任	後任となる/引き継ぐ	ㄐㄧㄝ ㄖㄣˋ / jiē rèn
現狀	現状	ㄒㄧㄢˋ ㄓㄨㄤˋ / xiàn zhuàng
終究	結局のところ/ついに	ㄓㄨㄥ ㄐㄧㄡˋ / zhōng jiù
終身	終身	ㄓㄨㄥ ㄕㄥ / zhōng shēng
習俗	習俗/風習	ㄒㄧˊ ㄙㄨˊ / xí sú
被迫	強いられる	ㄅㄟˋ ㄆㄛˋ / bèi pò
販賣	販売する	ㄈㄢˋ ㄇㄞˋ / fàn mài
部落	部落/集落	ㄅㄨˋ ㄌㄨㄛˋ / bù luò
陶藝	陶芸	ㄊㄠˊ ㄧˋ / táo yì
創辦	創設する/設立する	ㄔㄨㄤˋ ㄅㄢˋ / chuàng bàn
喜宴	披露宴/祝いの宴	ㄒㄧˇ ㄧㄢˋ / xǐ yàn
悲觀	悲観的な	ㄅㄟ ㄍㄨㄢ / bēi guān
智障兒	知的障害児	ㄓˋ ㄓㄤˋ ㄦˊ / zhì zhàng ér
港口	港	ㄍㄤˇ ㄎㄡˇ / gǎng kǒu
短片	ショートフィルム/短い動画	ㄉㄨㄢˇ ㄆㄧㄢˋ / duǎn piàn
稅收	税収	ㄕㄨㄟˋ ㄕㄡ / shuì shōu
等級	等級/レベル	ㄉㄥˇ ㄐㄧˊ / děng jí
肅貪	汚職を取り締まる	ㄙㄨˋ ㄊㄢ / sù tān
飲用	飲用する	ㄧㄣˇ ㄩㄥˋ / yǐn yòng
傳染	伝染する/うつる	ㄔㄨㄢˊ ㄖㄢˇ / chuán rǎn
傷腦筋	頭を悩ます	ㄕㄤ ㄋㄠˇ ㄐㄧㄣ / shāng nǎo jīn
意志	意志	ㄧˋ ㄓˋ / yì zhì
感恩	感謝する	ㄍㄢˇ ㄣ / gǎn ēn
搭乘	搭乗する/乗る	ㄉㄚ ㄔㄥˊ / dā chéng
新竹市	新竹市	ㄒㄧㄣ ㄓㄨˊ ㄕˋ / xīn zhú shì
新春	新春	ㄒㄧㄣ ㄔㄨㄣ / xīn chūn
楊惠姍	楊恵姍(ヤン・フェイサン)	ㄧㄤˊ ㄏㄨㄟˋ ㄕㄢ / yáng huì shān
煙火	花火	ㄧㄢ ㄏㄨㄛˇ / yān huǒ
萬一	万一/もしも	ㄨㄢˋ ㄧ / wàn yī
腳踏車	自転車	ㄐㄧㄠˇ ㄊㄚˋ ㄔㄜ / jiǎo tà chē
腦筋	頭脳/考え	ㄋㄠˇ ㄐㄧㄣ / nǎo jīn
運氣	運	ㄩㄣˋ ㄑㄧˋ / yùn qì
電梯	エレベーター	ㄉㄧㄢˋ ㄊㄧ / diàn tī
電視機	テレビ	ㄉㄧㄢˋ ㄕˋ ㄐㄧ / diàn shì jī
對面	向かい側	ㄉㄨㄟˋ ㄇㄧㄢˋ / duì miàn
榮譽	名誉/栄誉	ㄖㄨㄥˊ ㄩˋ / róng yù
稱讚	称賛する/褒める	ㄔㄥ ㄗㄢˋ / chēng zàn
精彩	素晴らしい/見事な	ㄐㄧㄥ ㄘㄞˇ / jīng cǎi
臺獨	台湾独立	ㄊㄞˊ ㄉㄨˊ / tái dú
寬廣	広い/広大な	ㄎㄨㄢ ㄍㄨㄤˇ / kuān guǎng
影展	映画祭	ㄧㄥˇ ㄓㄢˇ / yǐng zhǎn
樓蘭	楼蘭(ろうらん)	ㄌㄡˊ ㄌㄢˊ / lóu lán
獎金	ボーナス/賞金	ㄐㄧㄤˇ ㄐㄧㄣ / jiǎng jīn
鄰近	近隣の	ㄌㄧㄣˊ ㄐㄧㄣˋ / lín jìn
機器人	ロボット	ㄐㄧ ㄑㄧˋ ㄖㄣˊ / jī qì rén
融化	溶ける	ㄖㄨㄥˊ ㄏㄨㄚˋ / róng huà
衡量	評価する/測る	ㄏㄥˊ ㄌㄧㄤˊ / héng liáng
遺傳	遺伝する	ㄧˊ ㄔㄨㄢˊ / yí chuán
彌補	補う/埋め合わせる	ㄇㄧˊ ㄅㄨˇ / mí bǔ
職務	職務/役職	ㄓˊ ㄨˋ / zhí wù
謹慎	慎重な	ㄐㄧㄣˇ ㄕㄣˋ / jǐn shèn
攀登	登る	ㄆㄢ ㄉㄥ / pān dēng
羅馬	ローマ	ㄌㄨㄛˊ ㄇㄚˇ / luó mǎ
贊助	協賛する/スポンサーになる	ㄗㄢˋ ㄓㄨˋ / zàn zhù
難民	難民	ㄋㄢˋ ㄇㄧㄣˊ / nàn mín
議題	議題	ㄧˋ ㄊㄧˊ / yì tí
攜手	提携する/手を携える	ㄒㄧ ㄕㄡˇ / xī shǒu
驚喜	驚き喜ぶ/サプライズ	ㄐㄧㄥ ㄒㄧˇ / jīng xǐ
人為	人為的な	ㄖㄣˊ ㄨㄟˊ / rén wéi
人際關係	人間関係	ㄖㄣˊ ㄐㄧˋ ㄍㄨㄢ ㄒㄧˋ / rén jì guān xì
人類免疫缺乏病毒	ヒト免疫不全ウイルス(HIV)	ㄖㄣˊ ㄌㄟˋ ㄇㄧㄢˇ ㄧˋ ㄑㄩㄝ ㄈㄚˊ ㄅㄧㄥˋ ㄉㄨˊ / rén lèi miǎn yì quē fá bìng dú
大批	大量の	ㄉㄚˋ ㄆㄧ / dà pī
小女孩	女の子/少女	ㄒㄧㄠˇ ㄋㄩˇ ㄏㄞˊ / xiǎo nǚ hái
山地	山地	ㄕㄢ ㄉㄧˋ / shān dì
山谷	谷/渓谷	ㄕㄢ ㄍㄨˇ / shān gǔ
山路	山道	ㄕㄢ ㄌㄨˋ / shān lù
公升	リットル	ㄍㄨㄥ ㄕㄥ / gōng shēng
公正	公正な	ㄍㄨㄥ ㄓㄥˋ / gōng zhèng
公佈	公布する/発表する	ㄍㄨㄥ ㄅㄨˋ / gōng bù
公關	広報(PR)	ㄍㄨㄥ ㄍㄨㄢ / gōng guān
升值	価値が上がる/切り上げ	ㄕㄥ ㄓˊ / shēng zhí
友誼	友情	ㄧㄡˇ ㄧˋ / yǒu yì
心思	考え/思い	ㄒㄧㄣ ㄙ / xīn sī
心智	知能/精神	ㄒㄧㄣ ㄓˋ / xīn zhì
水量	水量	ㄕㄨㄟˇ ㄌㄧㄤˋ / shuǐ liàng
片商	映画配給会社	ㄆㄧㄢˋ ㄕㄤ / piàn shāng
出任	就任する	ㄔㄨ ㄖㄣˋ / chū rèn
出面	出馬する/表に出る	ㄔㄨ ㄇㄧㄢˋ / chū miàn
半天	半日/長い間	ㄅㄢˋ ㄊㄧㄢ / bàn tiān
古道	古道	ㄍㄨˇ ㄉㄠˋ / gǔ dào
外形	外形/外観	ㄨㄞˋ ㄒㄧㄥˊ / wài xíng
本事	腕前/才能	ㄅㄣˇ ㄕˋ / běn shì
光年	光年	ㄍㄨㄤ ㄋㄧㄢˊ / guāng nián
吐魯番	トルファン	ㄊㄨˇ ㄌㄨˇ ㄈㄢ / tǔ lǔ fān
各式各樣	様々な/各種の	ㄍㄜˋ ㄕˋ ㄍㄜˋ ㄧㄤˋ / gè shì gè yàng
名詞	名詞	ㄇㄧㄥˊ ㄘˊ / míng cí
名額	定員	ㄇㄧㄥˊ ㄜˊ / míng é
地步	段階/状態/境地	ㄉㄧˋ ㄅㄨˋ / dì bù
好友	親友	ㄏㄠˇ ㄧㄡˇ / hǎo yǒu
老爸	親父/お父さん	ㄌㄠˇ ㄅㄚˋ / lǎo bà
含量	含有量	ㄏㄢˊ ㄌㄧㄤˋ / hán liàng
局勢	情勢	ㄐㄩˊ ㄕˋ / jú shì
抗拒	抵抗する	ㄎㄤˋ ㄐㄩˋ / kàng jù
投保	保険に入る	ㄊㄡˊ ㄅㄠˇ / tóu bǎo
投機	投機的な/意気投合する	ㄊㄡˊ ㄐㄧ / tóu jī
步驟	手順/ステップ	ㄅㄨˋ ㄗㄡˋ / bù zòu
走廊	廊下	ㄗㄡˇ ㄌㄤˊ / zǒu láng
走進	歩いて入る	ㄗㄡˇ ㄐㄧㄣˋ / zǒu jìn
身為	〜として	ㄕㄣ ㄨㄟˊ / shēn wéi
迄今	今に至るまで	ㄑㄧˋ ㄐㄧㄣ / qì jīn
來不及	間に合わない	ㄌㄞˊ ㄅㄨˋ ㄐㄧˊ / lái bù jí
協會	協会	ㄒㄧㄝˊ ㄏㄨㄟˋ / xié huì
念書	勉強する	ㄋㄧㄢˋ ㄕㄨ / niàn shū
林正杰	林正杰(人名)	ㄌㄧㄣˊ ㄓㄥˋ ㄐㄧㄝˊ / lín zhèng jié
歧視	差別する	ㄑㄧˊ ㄕˋ / qí shì
法則	法則	ㄈㄚˇ ㄗㄜˊ / fǎ zé
沮喪	落ち込む/落胆する	ㄐㄩˇ ㄙㄤˋ / jǔ sàng
知名度	知名度	ㄓ ㄇㄧㄥˊ ㄉㄨˋ / zhī míng dù
青睞	好意的に見る/好感	ㄑㄧㄥ ㄌㄞˋ / qīng lài
亮度	明るさ/輝度	ㄌㄧㄤˋ ㄉㄨˋ / liàng dù
信念	信念	ㄒㄧㄣˋ ㄋㄧㄢˋ / xìn niàn
品種	品種	ㄆㄧㄣˇ ㄓㄨㄥˇ / pǐn zhǒng
威尼斯	ベネチア	ㄨㄟ ㄋㄧ ㄙ / wēi nī sī
思維	思考/思惟	ㄙ ㄨㄟˊ / sī wéi
按摩	マッサージする	ㄢˋ ㄇㄛˊ / àn mó
政局	政局	ㄓㄥˋ ㄐㄩˊ / zhèng jú
政院	行政院	ㄓㄥˋ ㄩㄢˋ / zhèng yuàn
春季	春季	ㄔㄨㄣ ㄐㄧˋ / chūn jì
省府	省政府	ㄕㄥˇ ㄈㄨˇ / shěng fǔ
省思	反省する/省察する	ㄕㄥˇ ㄙ / shěng sī
相聲	漫才(相声)	ㄒㄧㄤˋ ㄕㄥ / xiàng shēng
科展	科学展覧会	ㄎㄜ ㄓㄢˇ / kē zhǎn
約會	デートする/待ち合わせる	ㄩㄝ ㄏㄨㄟˋ / yuē huì
家事	家事	ㄐㄧㄚ ㄕˋ / jiā shì
家具	家具	ㄐㄧㄚ ㄐㄩˋ / jiā jù
容納	収容する	ㄖㄨㄥˊ ㄋㄚˋ / róng nà
旅行社	旅行会社	ㄌㄩˇ ㄒㄧㄥˊ ㄕㄜˋ / lǚ xíng shè
氣勢	気勢/勢い	ㄑㄧˋ ㄕˋ / qì shì
氧氣	酸素	ㄧㄤˇ ㄑㄧˋ / yǎng qì
涉及	及ぶ/関連する	ㄕㄜˋ ㄐㄧˊ / shè jí
浮現	浮かび上がる	ㄈㄨˊ ㄒㄧㄢˋ / fú xiàn
素質	素質/資質	ㄙㄨˋ ㄓˊ / sù zhí
航行	航行する	ㄏㄤˊ ㄒㄧㄥˊ / háng xíng
起床	起床する/起きる	ㄑㄧˇ ㄔㄨㄤˊ / qǐ chuáng
副總	副社長/副総経理	ㄈㄨˋ ㄗㄨㄥˇ / fù zǒng
動工	着工する	ㄉㄨㄥˋ ㄍㄨㄥ / dòng gōng
區隔	区切る/区別する	ㄑㄩ ㄍㄜˊ / qū gé
專利	特許	ㄓㄨㄢ ㄌㄧˋ / zhuān lì
將是	〜になるだろう	ㄐㄧㄤ ㄕˋ / jiāng shì
將會	〜するだろう	ㄐㄧㄤ ㄏㄨㄟˋ / jiāng huì
處方	処方/処方箋	ㄔㄨˇ ㄈㄤ / chǔ fāng
貨物	貨物/荷物	ㄏㄨㄛˋ ㄨˋ / huò wù
逐年	年を追って/年々	ㄓㄨˊ ㄋㄧㄢˊ / zhú nián
描繪	描く	ㄇㄧㄠˊ ㄏㄨㄟˋ / miáo huì
無形	無形の	ㄨˊ ㄒㄧㄥˊ / wú xíng
善良	善良な	ㄕㄢˋ ㄌㄧㄤˊ / shàn liáng
進展	進展する	ㄐㄧㄣˋ ㄓㄢˇ / jìn zhǎn
開設	開設する	ㄎㄞ ㄕㄜˋ / kāi shè
開闢	開拓する/切り開く	ㄎㄞ ㄆㄧˋ / kāi pì
集合	集合する	ㄐㄧˊ ㄏㄜˊ / jí hé
傳染病	伝染病	ㄔㄨㄢˊ ㄖㄢˇ ㄅㄧㄥˋ / chuán rǎn bìng
新書	新書/新刊	ㄒㄧㄣ ㄕㄨ / xīn shū
新聞局	新聞局(政府機関)	ㄒㄧㄣ ㄨㄣˊ ㄐㄩˊ / xīn wén jú
會長	会長	ㄏㄨㄟˋ ㄓㄤˇ / huì zhǎng
溫和	穏和な/穏やかな	ㄨㄣ ㄏㄜˊ / wēn hé
署長	署長	ㄕㄨˇ ㄓㄤˇ / shǔ zhǎng
聖誕	クリスマス/聖誕	ㄕㄥˋ ㄉㄢˋ / shèng dàn
解開	解く/解明する	ㄐㄧㄝˇ ㄎㄞ / jiě kāi
雷旺	レオン(人名など)	ㄌㄟˊ ㄨㄤˋ / léi wàng
壽險	生命保険	ㄕㄡˋ ㄒㄧㄢˇ / shòu xiǎn
實地	実地に/現地で	ㄕˊ ㄉㄧˋ / shí dì
實例	実例	ㄕˊ ㄌㄧˋ / shí lì
對付	対処する/あしらう	ㄉㄨㄟˋ ㄈㄨˋ / duì fù
歌仔戲	歌仔戯(台湾の伝統演劇)	ㄍㄜ ㄗㄞˇ ㄒㄧˋ / gē zǎi xì
瘋狂	クレイジーな/熱狂する	ㄈㄥ ㄎㄨㄤˊ / fēng kuáng
精心	念入りな/入念に	ㄐㄧㄥ ㄒㄧㄣ / jīng xīn
舞者	ダンサー	ㄨˇ ㄓㄜˇ / wǔ zhě
認養	引き取る/養子にする/里親になる	ㄖㄣˋ ㄧㄤˇ / rèn yǎng
誘惑	誘惑する	ㄧㄡˋ ㄏㄨㄛˋ / yòu huò
廚房	台所/キッチン	ㄔㄨˊ ㄈㄤˊ / chú fáng
數據	データ	ㄕㄨˋ ㄐㄩˋ / shù jù
賞鳥	バードウォッチング	ㄕㄤˇ ㄋㄧㄠˇ / shǎng niǎo
銷售量	販売量	ㄒㄧㄠ ㄕㄡˋ ㄌㄧㄤˋ / xiāo shòu liàng
奮鬥	奮闘する	ㄈㄣˋ ㄉㄡˋ / fèn dòu
學期	学期	ㄒㄩㄝˊ ㄑㄧˊ / xué qí
橋梁	橋梁/架け橋	ㄑㄧㄠˊ ㄌㄧㄤˊ / qiáo liáng
獨自	独自に/一人で	ㄉㄨˊ ㄗˋ / dú zì
親身	身をもって/直接	ㄑㄧㄣ ㄕㄣ / qīn shēn
諷刺	諷刺する/皮肉る	ㄈㄥˋ ㄘˋ / fèng cì
貓頭鷹	フクロウ	ㄇㄠ ㄊㄡˊ ㄧㄥ / māo tóu yīng
隨後	その後/続いて	ㄙㄨㄟˊ ㄏㄡˋ / suí hòu
擊敗	打ち破る/負かす	ㄐㄧˊ ㄅㄞˋ / jí bài
總理	首相/総理	ㄗㄨㄥˇ ㄌㄧˇ / zǒng lǐ
縱使	たとえ〜であっても	ㄗㄨㄥˋ ㄕˇ / zòng shǐ
點子	アイデア	ㄉㄧㄢˇ ㄗ˙ / diǎn zi
嚮往	憧れる	ㄒㄧㄤˋ ㄨㄤˇ / xiàng wǎng
斷層	断層	ㄉㄨㄢˋ ㄘㄥˊ / duàn céng
簡稱	略称	ㄐㄧㄢˇ ㄔㄥ / jiǎn chēng
轉身	振り返る/体の向きを変える	ㄓㄨㄢˇ ㄕㄣ / zhuǎn shēn
鎖定	ロックする/的を絞る	ㄙㄨㄛˇ ㄉㄧㄥˋ / suǒ dìng
雞蛋	鶏卵/卵	ㄐㄧ ㄉㄢˋ / jī dàn
嚴厲	厳しい/厳格な	ㄧㄢˊ ㄌㄧˋ / yán lì
攝氏	摂氏	ㄕㄜˋ ㄕˋ / shè shì
攜帶	携帯する	ㄒㄧ ㄉㄞˋ / xī dài
一段	一段落/一定の期間・区間	ㄧ ㄉㄨㄢˋ / yī duàn
上班族	サラリーマン/会社員	ㄕㄤˋ ㄅㄢ ㄗㄨˊ / shàng bān zú
上路	道路に出る/旅立つ	ㄕㄤˋ ㄌㄨˋ / shàng lù
大火	大火/大火災	ㄉㄚˋ ㄏㄨㄛˇ / dà huǒ
女主角	ヒロイン/主演女優	ㄋㄩˇ ㄓㄨˇ ㄐㄧㄠˇ / nǚ zhǔ jiǎo
小天體	小天体	ㄒㄧㄠˇ ㄊㄧㄢ ㄊㄧˇ / xiǎo tiān tǐ
不可思議	不可思議な	ㄅㄨˋ ㄎㄜˇ ㄙ ㄧˋ / bù kě sī yì
不得了	大変だ/とんでもない	ㄅㄨˋ ㄉㄜˊ ㄌㄧㄠˇ / bù dé liǎo
不堪	たまらない/堪えられない	ㄅㄨˋ ㄎㄢ / bù kān
反正	どのみち/いずれにせよ	ㄈㄢˇ ㄓㄥˋ / fǎn zhèng
反毒	麻薬撲滅	ㄈㄢˇ ㄉㄨˊ / fǎn dú
孔子	孔子	ㄎㄨㄥˇ ㄗˇ / kǒng zǐ
手套	手袋	ㄕㄡˇ ㄊㄠˋ / shǒu tào
支付	支払う	ㄓ ㄈㄨˋ / zhī fù
文案	コピーライティング/文案	ㄨㄣˊ ㄢˋ / wén àn
水泡	水ぶくれ/泡	ㄕㄨㄟˇ ㄆㄠˋ / shuǐ pào
火災	火災	ㄏㄨㄛˇ ㄗㄞ / huǒ zāi
牛頓	ニュートン	ㄋㄧㄡˊ ㄉㄨㄣˋ / niú dùn
王永慶	王永慶(人名)	ㄨㄤˊ ㄩㄥˇ ㄑㄧㄥˋ / wáng yǒng qìng
世上	世の中/この世	ㄕˋ ㄕㄤˋ / shì shàng
以色列	イスラエル	ㄧˇ ㄙㄜˋ ㄌㄧㄝˋ / yǐ sè liè
加重	加重する/重くする	ㄐㄧㄚ ㄓㄨㄥˋ / jiā zhòng
包青天	包青天(人物/ドラマ名)	ㄅㄠ ㄑㄧㄥ ㄊㄧㄢ / bāo qīng tiān
匆匆	急いで/慌ただしく	ㄘㄨㄥ ㄘㄨㄥ / cōng cōng
